"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PRELID1.13",2.07297194465776e-28,1.13135997194058,0.837,0.405,3.5893509221749e-24,"Monocyte CD14 IFN stim","PRELID1"
"HPSE",2.49561762502202e-28,0.506527972346352,0.163,0.019,4.32116191772563e-24,"Monocyte CD14 IFN stim","HPSE"
"RPL10.10",4.27637569163173e-28,-0.82705490211919,0.992,0.988,7.40454451006034e-24,"Monocyte CD14 IFN stim","RPL10"
"RPS18.12",5.72258828007257e-28,-0.939263762305919,1,0.981,9.90866160694566e-24,"Monocyte CD14 IFN stim","RPS18"
"THEMIS2.12",5.85552703465062e-28,0.887813084743497,0.48,0.133,1.01388450604976e-23,"Monocyte CD14 IFN stim","THEMIS2"
"EEF1A1.12",6.22309898359973e-28,-0.833018511416783,1,0.991,1.07752958901029e-23,"Monocyte CD14 IFN stim","EEF1A1"
"PSME2.11",8.79956810662026e-28,1.1278510160764,0.894,0.483,1.5236452176613e-23,"Monocyte CD14 IFN stim","PSME2"
"OAF",1.15157995471003e-27,0.403173841899012,0.154,0.018,1.99396069158041e-23,"Monocyte CD14 IFN stim","OAF"
"RAB24.10",1.18896251698743e-27,0.971693663450579,0.602,0.194,2.05868859816374e-23,"Monocyte CD14 IFN stim","RAB24"
"NADK.6",1.54914929002262e-27,0.666794554576707,0.382,0.088,2.68235199567416e-23,"Monocyte CD14 IFN stim","NADK"
"MX2",2.45571764174344e-27,0.845639238700035,0.309,0.063,4.25207509667877e-23,"Monocyte CD14 IFN stim","MX2"
"UNC93B1.5",3.95303959670669e-27,0.65705241223654,0.333,0.071,6.84468806169763e-23,"Monocyte CD14 IFN stim","UNC93B1"
"ICAM1.3",4.06989522678441e-27,0.72233662063495,0.301,0.06,7.04702358517721e-23,"Monocyte CD14 IFN stim","ICAM1"
"CD83.19",4.39410030831342e-27,0.751866593318002,0.707,0.249,7.60838468384469e-23,"Monocyte CD14 IFN stim","CD83"
"SIRPB2",4.48721442866528e-27,0.430761266877527,0.154,0.018,7.76961178323393e-23,"Monocyte CD14 IFN stim","SIRPB2"
"CD69.17",4.62705589720926e-27,-2.1603341151111,0.252,0.698,8.01174728601784e-23,"Monocyte CD14 IFN stim","CD69"
"NCF4.9",5.07347097078052e-27,0.745470748825894,0.382,0.091,8.78471498590647e-23,"Monocyte CD14 IFN stim","NCF4"
"BEST1.5",5.27227681542723e-27,0.850081510964424,0.374,0.088,9.12894730591225e-23,"Monocyte CD14 IFN stim","BEST1"
"GNG5.16",6.20370537190801e-27,0.985316549650689,0.87,0.423,1.07417158514587e-22,"Monocyte CD14 IFN stim","GNG5"
"SLC24A4.3",7.42105096426875e-27,0.378929137657499,0.179,0.023,1.28495497446313e-22,"Monocyte CD14 IFN stim","SLC24A4"
"LY96.4",7.52426073178234e-27,0.601513249423466,0.301,0.06,1.30282574570811e-22,"Monocyte CD14 IFN stim","LY96"
"S100Z.3",7.77147681127281e-27,0.505232420722469,0.179,0.024,1.34563120987189e-22,"Monocyte CD14 IFN stim","S100Z"
"CARS2.1",8.6085343558887e-27,0.635169771523329,0.317,0.066,1.49056772372213e-22,"Monocyte CD14 IFN stim","CARS2"
"ZNF467.2",9.78698282769263e-27,0.558841579516782,0.236,0.04,1.69461607661498e-22,"Monocyte CD14 IFN stim","ZNF467"
"CD33.3",9.81721400919316e-27,0.756320676916919,0.252,0.045,1.6998506056918e-22,"Monocyte CD14 IFN stim","CD33"
"GK.1",1.09082261202796e-26,0.675539006520351,0.276,0.052,1.88875935272642e-22,"Monocyte CD14 IFN stim","GK"
"RPS4X.11",1.12601551460508e-26,-0.949875551448478,0.992,0.968,1.9496958635387e-22,"Monocyte CD14 IFN stim","RPS4X"
"CNPY3.13",1.34691886867455e-26,0.948370729418744,0.764,0.334,2.33219002110999e-22,"Monocyte CD14 IFN stim","CNPY3"
"AHR.10",2.35063893927438e-26,0.774239372159612,0.439,0.116,4.0701313233536e-22,"Monocyte CD14 IFN stim","AHR"
"TPPP3.2",2.79514487533423e-26,0.635283215231566,0.171,0.023,4.83979335164122e-22,"Monocyte CD14 IFN stim","TPPP3"
"RPS25.14",3.82094865198344e-26,-0.940521724497374,0.992,0.958,6.61597259090932e-22,"Monocyte CD14 IFN stim","RPS25"
"CD163.2",4.68079767165645e-26,0.314751528822788,0.154,0.018,8.10480116847314e-22,"Monocyte CD14 IFN stim","CD163"
"RP11-363K21.1.3",9.6352457645841e-26,0.446789643717466,0.203,0.031,1.66834280413774e-21,"Monocyte CD14 IFN stim","RP11-363K21.1"
"LILRA6",1.04627773873574e-25,0.393256962623979,0.138,0.015,1.81162990462094e-21,"Monocyte CD14 IFN stim","LILRA6"
"ADAP2.3",1.14144230014145e-25,0.479534715328268,0.203,0.031,1.97640734269491e-21,"Monocyte CD14 IFN stim","ADAP2"
"YBX3.12",1.538581225378e-25,0.861895860089729,0.455,0.125,2.66405339174201e-21,"Monocyte CD14 IFN stim","YBX3"
"PTCH2.8",1.57643850053056e-25,0.745765849908082,0.407,0.103,2.72960326366866e-21,"Monocyte CD14 IFN stim","PTCH2"
"RPL30.14",1.90726176691334e-25,-0.81254058258061,0.992,0.978,3.30242374941044e-21,"Monocyte CD14 IFN stim","RPL30"
"PARVG.9",1.92512466706e-25,0.801072540278811,0.585,0.187,3.33335336101439e-21,"Monocyte CD14 IFN stim","PARVG"
"IL32.20",2.54302058891277e-25,-2.9353710741608,0.041,0.535,4.40324014970247e-21,"Monocyte CD14 IFN stim","IL32"
"SERPINB8",2.65315971051786e-25,0.423405525731441,0.195,0.029,4.59394603876168e-21,"Monocyte CD14 IFN stim","SERPINB8"
"NFE2.1",2.95360710048951e-25,0.374961556584147,0.179,0.025,5.11417069449759e-21,"Monocyte CD14 IFN stim","NFE2"
"ARPC3.14",3.17432839471423e-25,0.887587564036378,0.984,0.725,5.4963496154477e-21,"Monocyte CD14 IFN stim","ARPC3"
"EMP3.12",3.96188128050086e-25,0.880005136063933,0.976,0.728,6.85999743718723e-21,"Monocyte CD14 IFN stim","EMP3"
"EIF4EBP1.12",4.95809962927726e-25,0.77603827883535,0.39,0.101,8.58494950809357e-21,"Monocyte CD14 IFN stim","EIF4EBP1"
"CRISPLD2",5.05013096368306e-25,0.381494018005539,0.114,0.011,8.74430176361721e-21,"Monocyte CD14 IFN stim","CRISPLD2"
"DUSP3.3",5.30802794427574e-25,0.510417120996293,0.195,0.03,9.19085038551345e-21,"Monocyte CD14 IFN stim","DUSP3"
"ARPIN.1",7.4894932979373e-25,0.327212022111261,0.122,0.012,1.29680576453784e-20,"Monocyte CD14 IFN stim","ARPIN"
"SULT1A1.3",1.01607067879389e-24,0.767569550583272,0.317,0.072,1.75932638033161e-20,"Monocyte CD14 IFN stim","SULT1A1"
"C20orf27.10",1.15704182476717e-24,0.780801395683061,0.504,0.151,2.00341791958435e-20,"Monocyte CD14 IFN stim","C20orf27"
"OGFRL1.3",1.37383416802462e-24,0.498868835289073,0.276,0.055,2.37879386193463e-20,"Monocyte CD14 IFN stim","OGFRL1"
"MACROH2A1.16",1.46858915284956e-24,0.860578202204327,0.683,0.264,2.54286211815902e-20,"Monocyte CD14 IFN stim","MACROH2A1"
"EEF1B2.12",1.4705053202023e-24,-1.2198709499547,0.854,0.892,2.54617996193029e-20,"Monocyte CD14 IFN stim","EEF1B2"
"ALOX5.11",1.51892680990098e-24,0.789298443907844,0.358,0.087,2.63002177134354e-20,"Monocyte CD14 IFN stim","ALOX5"
"TMEM176B.3",2.1227997765765e-24,0.656982490819459,0.268,0.053,3.67562781314222e-20,"Monocyte CD14 IFN stim","TMEM176B"
"CEBPA.3",2.27036811421769e-24,0.480551754870124,0.187,0.028,3.93114238976793e-20,"Monocyte CD14 IFN stim","CEBPA"
"BCL3.5",2.56847170910008e-24,0.746831546663757,0.374,0.095,4.44730876430679e-20,"Monocyte CD14 IFN stim","BCL3"
"VMP1.7",2.72995954836406e-24,1.10064634454651,0.52,0.168,4.72692495799236e-20,"Monocyte CD14 IFN stim","VMP1"
"CTB-61M7.2",3.03924590258969e-24,0.289157005764032,0.106,0.01,5.26245428033404e-20,"Monocyte CD14 IFN stim","CTB-61M7.2"
"CORO1C.3",3.54001531528746e-24,0.561744963792162,0.22,0.038,6.12953651842023e-20,"Monocyte CD14 IFN stim","CORO1C"
"RPS3A.8",4.65748251820752e-24,-0.778083516045609,0.992,0.971,8.06443098027632e-20,"Monocyte CD14 IFN stim","RPS3A"
"RPS6.10",5.95618635524172e-24,-0.871753745139891,0.992,0.963,1.0313136674101e-19,"Monocyte CD14 IFN stim","RPS6"
"RPL13.16",6.51229321301202e-24,-0.749703360914944,1,0.989,1.12760356983303e-19,"Monocyte CD14 IFN stim","RPL13"
"DENND1A.2",7.06993882848014e-24,0.499922851381394,0.252,0.048,1.22415990815134e-19,"Monocyte CD14 IFN stim","DENND1A"
"SH3BGRL3.13",9.71233525592121e-24,0.686325451228212,1,0.927,1.68169084956276e-19,"Monocyte CD14 IFN stim","SH3BGRL3"
"PECAM1.13",1.59247079345205e-23,0.56479946107065,0.447,0.124,2.75736317886222e-19,"Monocyte CD14 IFN stim","PECAM1"
"LTB.18",1.60021081772296e-23,-2.66410540625287,0.13,0.57,2.7707650308873e-19,"Monocyte CD14 IFN stim","LTB"
"NFKBIA.12",1.64318213648261e-23,1.01388670874464,0.992,0.853,2.84516986931964e-19,"Monocyte CD14 IFN stim","NFKBIA"
"EVL.14",1.94439750939024e-23,-1.82043958711929,0.154,0.595,3.36672428750921e-19,"Monocyte CD14 IFN stim","EVL"
"C15orf39.5",2.54787784218241e-23,0.678040921192813,0.341,0.082,4.41165048373884e-19,"Monocyte CD14 IFN stim","C15orf39"
"PLIN3.3",3.12884338263176e-23,0.632489929016784,0.341,0.082,5.41759231702689e-19,"Monocyte CD14 IFN stim","PLIN3"
"SEMA4A.3",3.23804656719198e-23,0.51049655548186,0.195,0.032,5.60667763109292e-19,"Monocyte CD14 IFN stim","SEMA4A"
"AP5B1",3.73327433881835e-23,0.546017368819818,0.187,0.029,6.46416451766397e-19,"Monocyte CD14 IFN stim","AP5B1"
"ALDH3B1.3",3.86846368657105e-23,0.474514467559813,0.179,0.027,6.69824487329778e-19,"Monocyte CD14 IFN stim","ALDH3B1"
"RXRA.3",4.23432528434362e-23,0.534181222507208,0.252,0.049,7.33173422984099e-19,"Monocyte CD14 IFN stim","RXRA"
"HRH2.4",4.56266260197589e-23,0.639031056218401,0.276,0.059,7.90025029532125e-19,"Monocyte CD14 IFN stim","HRH2"
"ZEB2.15",4.6895524937354e-23,0.758404665789822,0.732,0.293,8.11996014290284e-19,"Monocyte CD14 IFN stim","ZEB2"
"RILPL2.12",4.70899721254384e-23,0.775011414638409,0.537,0.179,8.15362867351966e-19,"Monocyte CD14 IFN stim","RILPL2"
"POU2F2.18",5.75366739521323e-23,0.881278880621344,0.537,0.178,9.96247509481171e-19,"Monocyte CD14 IFN stim","POU2F2"
"RHOG.8",6.16876183066401e-23,0.842838060024847,0.805,0.362,1.06812111097947e-18,"Monocyte CD14 IFN stim","RHOG"
"HLA-DPA1.18",7.06665806409551e-23,0.602905332168231,0.87,0.402,1.22359184379814e-18,"Monocyte CD14 IFN stim","HLA-DPA1"
"ADM",7.2332547369367e-23,0.467315362379782,0.114,0.012,1.25243805770059e-18,"Monocyte CD14 IFN stim","ADM"
"FOLR3.1",1.07372755295963e-22,0.543312263404101,0.154,0.021,1.8591592579496e-18,"Monocyte CD14 IFN stim","FOLR3"
"TSEN34.3",1.14576413802254e-22,0.729848725422348,0.301,0.07,1.98389060498602e-18,"Monocyte CD14 IFN stim","TSEN34"
"IFI35.3",1.18257180119021e-22,0.738665644119937,0.374,0.098,2.04762307376086e-18,"Monocyte CD14 IFN stim","IFI35"
"CAPNS1.8",1.29709168982643e-22,0.668067639312529,0.472,0.14,2.24591426093446e-18,"Monocyte CD14 IFN stim","CAPNS1"
"HLA-DQB1.19",1.47314480305858e-22,0.839629430142897,0.626,0.23,2.55075022649593e-18,"Monocyte CD14 IFN stim","HLA-DQB1"
"ATP6V1B2.2",1.69316411485577e-22,0.666858613955579,0.341,0.085,2.93171366487276e-18,"Monocyte CD14 IFN stim","ATP6V1B2"
"RNH1.8",2.41445214389818e-22,0.842094222706672,0.699,0.274,4.18062388715969e-18,"Monocyte CD14 IFN stim","RNH1"
"GNAI2.10",2.9782400424318e-22,0.898695917338861,0.789,0.359,5.15682263347066e-18,"Monocyte CD14 IFN stim","GNAI2"
"SLC16A3.3",3.16854284127644e-22,0.666089905305897,0.252,0.051,5.48633192967015e-18,"Monocyte CD14 IFN stim","SLC16A3"
"BCL2A1.16",3.44910789050986e-22,1.04291912515982,0.512,0.176,5.97213031241782e-18,"Monocyte CD14 IFN stim","BCL2A1"
"RPL7A.10",5.005370445417e-22,-0.689104685543651,0.976,0.966,8.66679892623953e-18,"Monocyte CD14 IFN stim","RPL7A"
"HERC5.1",6.38477060432159e-22,0.763974948328341,0.276,0.061,1.10552303013828e-17,"Monocyte CD14 IFN stim","HERC5"
"LILRB1.5",6.58387439133612e-22,0.585488665849187,0.301,0.069,1.13999785085985e-17,"Monocyte CD14 IFN stim","LILRB1"
"SDCBP.6",6.62542194098714e-22,0.780341477134195,0.561,0.196,1.14719180908192e-17,"Monocyte CD14 IFN stim","SDCBP"
"TIMP2.2",7.54994901020021e-22,0.517902542353538,0.211,0.038,1.30727367111617e-17,"Monocyte CD14 IFN stim","TIMP2"
"RPL5.12",9.57903524290008e-22,-0.986027583241974,0.919,0.93,1.65860995230815e-17,"Monocyte CD14 IFN stim","RPL5"
"RPS23.13",1.12014845428631e-21,-0.653246354967663,1,0.98,1.93953704859675e-17,"Monocyte CD14 IFN stim","RPS23"
"HLA-DPB1.17",1.54093342342449e-21,0.624743320061601,0.821,0.389,2.6681262226595e-17,"Monocyte CD14 IFN stim","HLA-DPB1"
"CARD9.4",1.62853888585217e-21,0.440169428867423,0.179,0.029,2.81981508085302e-17,"Monocyte CD14 IFN stim","CARD9"
"ARRB2.11",1.64039580354096e-21,0.791226185448976,0.797,0.371,2.84034533383117e-17,"Monocyte CD14 IFN stim","ARRB2"
"FKBP1A.15",1.8821761623661e-21,0.806204347325212,0.764,0.36,3.25898802513689e-17,"Monocyte CD14 IFN stim","FKBP1A"
"LTA4H.11",3.59354543798507e-21,0.834192286708229,0.545,0.195,6.22222392587115e-17,"Monocyte CD14 IFN stim","LTA4H"
"GLRX.10",3.88890109605422e-21,0.815400188340548,0.577,0.213,6.73363224781788e-17,"Monocyte CD14 IFN stim","GLRX"
"CYBA.12",4.13952640669877e-21,0.797363742479105,0.984,0.809,7.16758997319893e-17,"Monocyte CD14 IFN stim","CYBA"
"MBOAT7.2",4.58530908862236e-21,0.607825875391389,0.276,0.063,7.93946268694962e-17,"Monocyte CD14 IFN stim","MBOAT7"
"ARSD",5.27325285041796e-21,0.382816582516928,0.122,0.015,9.1306373104987e-17,"Monocyte CD14 IFN stim","ARSD"
"TNNI2.3",6.49513199811109e-21,0.338395625278702,0.138,0.018,1.12463210547294e-16,"Monocyte CD14 IFN stim","TNNI2"
"RPL14.11",8.29371559713327e-21,-0.733021456021063,0.984,0.964,1.43605685564363e-16,"Monocyte CD14 IFN stim","RPL14"
"BNIP3L.8",1.02595971760221e-20,0.871785515712614,0.593,0.232,1.77644925102822e-16,"Monocyte CD14 IFN stim","BNIP3L"
"ETS2.3",1.08495558954938e-20,0.412982046694968,0.236,0.047,1.87860060330475e-16,"Monocyte CD14 IFN stim","ETS2"
"FOSB.8",1.29238621668809e-20,0.928230030950384,0.911,0.572,2.23776673419543e-16,"Monocyte CD14 IFN stim","FOSB"
"TLE5.14",1.30994255881001e-20,-1.53409846045801,0.39,0.674,2.26816554057953e-16,"Monocyte CD14 IFN stim","TLE5"
"FES.4",1.41861439704439e-20,0.50209861370263,0.228,0.045,2.45633082848237e-16,"Monocyte CD14 IFN stim","FES"
"ARHGEF40.1",1.46685191824513e-20,0.360522322320794,0.22,0.042,2.53985409644145e-16,"Monocyte CD14 IFN stim","ARHGEF40"
"TLR2.3",1.51344102631082e-20,0.481886365735785,0.179,0.03,2.62052313705718e-16,"Monocyte CD14 IFN stim","TLR2"
"ADA2.8",1.55628893197475e-20,0.763824488034582,0.439,0.138,2.69471428571428e-16,"Monocyte CD14 IFN stim","ADA2"
"ANPEP.2",1.92852393714852e-20,0.443622266359563,0.163,0.025,3.33923919717267e-16,"Monocyte CD14 IFN stim","ANPEP"
"SPTSSA.1",2.30209308824121e-20,0.477446179336433,0.228,0.045,3.98607418228966e-16,"Monocyte CD14 IFN stim","SPTSSA"
"TRBC2.14",2.6208302340642e-20,-1.91660152343344,0.041,0.467,4.53796755028216e-16,"Monocyte CD14 IFN stim","TRBC2"
"IMPA2.3",3.26409294573053e-20,0.383999699443659,0.171,0.028,5.65177693553241e-16,"Monocyte CD14 IFN stim","IMPA2"
"C9orf72.3",3.49223363307227e-20,0.694055239423737,0.309,0.078,6.04680253566464e-16,"Monocyte CD14 IFN stim","C9orf72"
"DENND10.2",3.77940349609572e-20,0.655433255246909,0.309,0.079,6.54403715348973e-16,"Monocyte CD14 IFN stim","DENND10"
"XAF1.3",3.91897529328858e-20,0.758871219435161,0.472,0.154,6.78570572032918e-16,"Monocyte CD14 IFN stim","XAF1"
"NPM1.10",5.02332802810119e-20,-1.21250883809408,0.707,0.807,8.69789248065721e-16,"Monocyte CD14 IFN stim","NPM1"
"CREB5.2",5.06056012025487e-20,0.396369580435763,0.146,0.021,8.76235984822131e-16,"Monocyte CD14 IFN stim","CREB5"
"SAT2.5",5.86457416436538e-20,0.778665372336386,0.52,0.184,1.01545101655987e-15,"Monocyte CD14 IFN stim","SAT2"
"TNFAIP8L2",6.65376001998494e-20,0.38138441374104,0.179,0.03,1.15209854746039e-15,"Monocyte CD14 IFN stim","TNFAIP8L2"
"ARHGEF10L.2",8.26216612054602e-20,0.344281549102749,0.13,0.017,1.43059406377254e-15,"Monocyte CD14 IFN stim","ARHGEF10L"
"CD300LF.3",8.76018606295826e-20,0.406873665264811,0.179,0.031,1.51682621680122e-15,"Monocyte CD14 IFN stim","CD300LF"
"ABCA1.2",9.182017481041e-20,0.548201005973619,0.276,0.064,1.58986632684225e-15,"Monocyte CD14 IFN stim","ABCA1"
"LAMTOR4.11",1.02026235791864e-19,0.807345201267882,0.886,0.531,1.76658427273613e-15,"Monocyte CD14 IFN stim","LAMTOR4"
"CD7.16",1.14691834304131e-19,-2.23808044752957,0.073,0.49,1.98588911097603e-15,"Monocyte CD14 IFN stim","CD7"
"MCL1.11",1.17064416212579e-19,0.883040484329202,0.902,0.556,2.02697036672081e-15,"Monocyte CD14 IFN stim","MCL1"
"RPLP0.14",1.18809097950033e-19,-0.911516667747117,0.919,0.943,2.05717953100482e-15,"Monocyte CD14 IFN stim","RPLP0"
"SIRPB1.3",1.24160422757338e-19,0.416627160151666,0.187,0.033,2.14983772004331e-15,"Monocyte CD14 IFN stim","SIRPB1"
"RPS7.9",1.40859932122738e-19,-0.596727652408064,0.984,0.966,2.43898972470521e-15,"Monocyte CD14 IFN stim","RPS7"
"ADAMTSL4.2",1.47657544488572e-19,0.275382851604069,0.122,0.015,2.55669038281962e-15,"Monocyte CD14 IFN stim","ADAMTSL4"
"RELT.3",1.56743257917407e-19,0.646043595362334,0.293,0.073,2.7140095108399e-15,"Monocyte CD14 IFN stim","RELT"
"CAMK1.4",1.60725654321339e-19,0.498257905295245,0.228,0.047,2.78296470457398e-15,"Monocyte CD14 IFN stim","CAMK1"
"MAN2B1.8",1.89146145500098e-19,0.635056108799256,0.463,0.15,3.27506550933419e-15,"Monocyte CD14 IFN stim","MAN2B1"
"CD3D.20",2.04219621487696e-19,-1.97116984857373,0.033,0.453,3.53606274605946e-15,"Monocyte CD14 IFN stim","CD3D"
"EREG.2",2.20419469978227e-19,0.671712165034082,0.211,0.041,3.81656312267301e-15,"Monocyte CD14 IFN stim","EREG"
"GNS.5",2.28560107233215e-19,0.53241031506672,0.301,0.075,3.95751825674312e-15,"Monocyte CD14 IFN stim","GNS"
"KIAA0930.5",2.48387896387471e-19,0.50402772794926,0.203,0.04,4.30083642594906e-15,"Monocyte CD14 IFN stim","KIAA0930"
"CH17-373J23.1.4",2.49105070725587e-19,0.895823296649322,0.325,0.088,4.31325429961354e-15,"Monocyte CD14 IFN stim","CH17-373J23.1"
"H1-0.2",2.74624749819342e-19,0.46439911245566,0.171,0.029,4.7551275431219e-15,"Monocyte CD14 IFN stim","H1-0"
"TMEM107.5",2.88153039919937e-19,0.714919698243532,0.463,0.153,4.98936988621371e-15,"Monocyte CD14 IFN stim","TMEM107"
"STAT1.4",3.15214833254611e-19,0.793129539269104,0.528,0.196,5.45794483780359e-15,"Monocyte CD14 IFN stim","STAT1"
"RPL19.13",3.44091721879282e-19,-0.599055734076997,1,0.979,5.95794816433976e-15,"Monocyte CD14 IFN stim","RPL19"
"CALM2.10",3.72267735538183e-19,0.903227512822798,0.829,0.445,6.44581584084364e-15,"Monocyte CD14 IFN stim","CALM2"
"EVI5.3",3.94359786510603e-19,0.481260708538768,0.187,0.034,6.8283397034311e-15,"Monocyte CD14 IFN stim","EVI5"
"GNA15.3",4.12434216015166e-19,0.497755742895143,0.187,0.034,7.14129845030259e-15,"Monocyte CD14 IFN stim","GNA15"
"ZFP36.11",5.31318102533392e-19,0.807113037268746,0.984,0.868,9.19977294536569e-15,"Monocyte CD14 IFN stim","ZFP36"
"PLEK.14",5.4498957846783e-19,0.756370118722356,0.732,0.323,9.43649455117048e-15,"Monocyte CD14 IFN stim","PLEK"
"RNASEK.8",5.52497722922771e-19,0.752526845663614,0.886,0.546,9.56649807240778e-15,"Monocyte CD14 IFN stim","RNASEK"
"PARP14.7",6.65544001613737e-19,0.845689374314613,0.431,0.144,1.15238943879419e-14,"Monocyte CD14 IFN stim","PARP14"
"TFEC.2",9.96752050707357e-19,0.502713743474547,0.146,0.023,1.72587617579979e-14,"Monocyte CD14 IFN stim","TFEC"
"GLIPR2.13",1.00246870455002e-18,0.846819091114289,0.577,0.231,1.73577456192836e-14,"Monocyte CD14 IFN stim","GLIPR2"
"OAS2",1.01255594903855e-18,0.537686852651291,0.276,0.067,1.75324062576026e-14,"Monocyte CD14 IFN stim","OAS2"
"RNF181.6",1.33032935613669e-18,0.715067729487167,0.585,0.23,2.30346528015068e-14,"Monocyte CD14 IFN stim","RNF181"
"RPL18A.16",1.3621711178999e-18,-0.666990874611106,0.992,0.974,2.35859929064368e-14,"Monocyte CD14 IFN stim","RPL18A"
"MXD1.11",1.43317657735794e-18,0.664317206396665,0.39,0.117,2.48154524369528e-14,"Monocyte CD14 IFN stim","MXD1"
"PGLS.10",1.49144137487372e-18,0.833298727226547,0.691,0.313,2.58243074059384e-14,"Monocyte CD14 IFN stim","PGLS"
"TST.2",1.75535877544834e-18,0.264579707647254,0.154,0.025,3.03940371968881e-14,"Monocyte CD14 IFN stim","TST"
"TCIRG1.9",1.88110728821235e-18,0.737272086095107,0.537,0.204,3.25713726953968e-14,"Monocyte CD14 IFN stim","TCIRG1"
"BST2.12",2.23842354851425e-18,0.877471698646842,0.659,0.318,3.87583037425243e-14,"Monocyte CD14 IFN stim","BST2"
"ZFHX3.2",2.31691027275937e-18,0.396919220797018,0.179,0.032,4.01173013728285e-14,"Monocyte CD14 IFN stim","ZFHX3"
"CYFIP1.3",2.46223146534295e-18,0.409958975913277,0.154,0.025,4.26335378224131e-14,"Monocyte CD14 IFN stim","CYFIP1"
"LCK.19",2.65357280268575e-18,-1.69482114519046,0.008,0.412,4.59466130785038e-14,"Monocyte CD14 IFN stim","LCK"
"RFX2.2",2.75326341460225e-18,0.381065427863492,0.163,0.027,4.76727560238379e-14,"Monocyte CD14 IFN stim","RFX2"
"PDXK.2",3.13264119311896e-18,0.55884285078584,0.276,0.069,5.42416822588548e-14,"Monocyte CD14 IFN stim","PDXK"
"NAIP.2",3.3210164894718e-18,0.523965685408975,0.268,0.065,5.75034005152043e-14,"Monocyte CD14 IFN stim","NAIP"
"ZDHHC7.2",3.88590157145095e-18,0.471031509548067,0.333,0.091,6.72843857096732e-14,"Monocyte CD14 IFN stim","ZDHHC7"
"GSTO1.12",5.25219559861288e-18,0.768563892171545,0.512,0.193,9.0941766789982e-14,"Monocyte CD14 IFN stim","GSTO1"
"RPL35.9",6.04667802239004e-18,-0.649346243406021,0.967,0.95,1.04698229957684e-13,"Monocyte CD14 IFN stim","RPL35"
"TLE3.3",6.47766419309949e-18,0.524183668042697,0.276,0.069,1.12160755503518e-13,"Monocyte CD14 IFN stim","TLE3"
"CHST15.2",7.02759803100512e-18,0.445578122885527,0.146,0.023,1.21682859906854e-13,"Monocyte CD14 IFN stim","CHST15"
"TXN.9",1.03311836984632e-17,0.853065625897218,0.675,0.297,1.78884445738891e-13,"Monocyte CD14 IFN stim","TXN"
"CALM1.18",1.14825801782245e-17,-1.01565878152958,0.862,0.875,1.98820875785957e-13,"Monocyte CD14 IFN stim","CALM1"
"TIMM8B.6",1.21068705264336e-17,0.55672363112505,0.382,0.117,2.09630463165198e-13,"Monocyte CD14 IFN stim","TIMM8B"
"PSMB3.8",1.29402319488904e-17,0.798387277146504,0.691,0.326,2.24060116195037e-13,"Monocyte CD14 IFN stim","PSMB3"
"RTN3.6",1.32537737728231e-17,0.658180076052365,0.48,0.169,2.29489092876432e-13,"Monocyte CD14 IFN stim","RTN3"
"RP11-22N19.2.1",1.3304355916592e-17,0.377023790088003,0.179,0.033,2.3036492269579e-13,"Monocyte CD14 IFN stim","RP11-22N19.2"
"OAZ2.3",1.53471433213323e-17,0.454379634201606,0.252,0.06,2.65735786608869e-13,"Monocyte CD14 IFN stim","OAZ2"
"BCL6.3",1.67584890538835e-17,0.503943318523646,0.203,0.042,2.90173237967992e-13,"Monocyte CD14 IFN stim","BCL6"
"ARPC1B.10",1.83748711382691e-17,0.659861427661859,0.902,0.631,3.18160893759129e-13,"Monocyte CD14 IFN stim","ARPC1B"
"ZYX.8",2.54763679924435e-17,0.750818581412396,0.797,0.409,4.41123311789159e-13,"Monocyte CD14 IFN stim","ZYX"
"MAPKAPK3.10",2.74584202041055e-17,0.512252322327303,0.415,0.131,4.75442545834086e-13,"Monocyte CD14 IFN stim","MAPKAPK3"
"PTTG1IP.9",2.93763635781689e-17,0.601477885722746,0.398,0.128,5.08651735355994e-13,"Monocyte CD14 IFN stim","PTTG1IP"
"TOM1.6",2.9721322640282e-17,0.603760555674463,0.39,0.124,5.14624701516484e-13,"Monocyte CD14 IFN stim","TOM1"
"CD4.19",3.19055747938015e-17,0.661576511387001,0.455,0.157,5.52445027554672e-13,"Monocyte CD14 IFN stim","CD4"
"OASL.3",3.59719666798282e-17,0.405311663122861,0.203,0.042,6.22854603061225e-13,"Monocyte CD14 IFN stim","OASL"
"ACTB.16",4.30539711614569e-17,0.40392241562118,1,0.993,7.45479510660626e-13,"Monocyte CD14 IFN stim","ACTB"
"ATP5MJ.7",4.40113996890754e-17,0.83184279010277,0.675,0.332,7.6205738561634e-13,"Monocyte CD14 IFN stim","ATP5MJ"
"HSPA1A.1",4.71042083118464e-17,0.466256362061428,0.236,0.055,8.15609366919621e-13,"Monocyte CD14 IFN stim","HSPA1A"
"NPL.2",4.9230013605891e-17,0.375944795186669,0.138,0.022,8.52417685586002e-13,"Monocyte CD14 IFN stim","NPL"
"MYL6.17",5.0554303293395e-17,0.577781470194941,0.992,0.826,8.75347761525134e-13,"Monocyte CD14 IFN stim","MYL6"
"CASP1.10",5.11010699582513e-17,0.679175532642596,0.472,0.173,8.84815026327122e-13,"Monocyte CD14 IFN stim","CASP1"
