"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IL7R",0,1.50735357980602,0.899,0.379,0,"T CD4 helper","IL7R"
"LTB",0,1.47843733914474,0.979,0.494,0,"T CD4 helper","LTB"
"AQP3",4.45399673538963e-283,1.27810866160473,0.454,0.09,7.71209534732714e-279,"T CD4 helper","AQP3"
"MAL",1.13781360417386e-212,1.07098569981513,0.536,0.157,1.97012425562704e-208,"T CD4 helper","MAL"
"RPS18",6.04190904481636e-206,0.578536367609333,0.999,0.979,1.04615655110995e-201,"T CD4 helper","RPS18"
"LDHB",7.49506058159034e-205,0.979090999783996,0.888,0.52,1.29776973970237e-200,"T CD4 helper","LDHB"
"RPS12",3.03469938342527e-192,0.55140322753995,1,0.984,5.25458198240085e-188,"T CD4 helper","RPS12"
"RPS15A",2.6022889427214e-188,0.487626766632751,0.999,0.976,4.5058633043221e-184,"T CD4 helper","RPS15A"
"RPL36",3.1074088541175e-181,0.559194043687847,0.999,0.956,5.38047843090445e-177,"T CD4 helper","RPL36"
"IL32",3.34714714098526e-181,0.874800156452623,0.9,0.466,5.79558527461598e-177,"T CD4 helper","IL32"
"RPL13",1.57990188131943e-180,0.494578074808483,1,0.987,2.7356001075046e-176,"T CD4 helper","RPL13"
"RPL10",1.15758022888281e-176,0.490564098421086,1,0.986,2.00435016631059e-172,"T CD4 helper","RPL10"
"RPL28",1.91912286800323e-174,0.432320036063771,1,0.981,3.3229612459476e-170,"T CD4 helper","RPL28"
"TYROBP",6.08487943985456e-172,-3.49039665032639,0.046,0.443,1.05359687501082e-167,"T CD4 helper","TYROBP"
"RPS25",2.67727832881732e-170,0.537938868519092,0.999,0.951,4.63570742634718e-166,"T CD4 helper","RPS25"
"RPL11",3.48753822651166e-169,0.491530976714811,1,0.971,6.03867243920493e-165,"T CD4 helper","RPL11"
"CRIP2",4.69780667177403e-162,0.83080952914353,0.266,0.049,8.13425225217674e-158,"T CD4 helper","CRIP2"
"RPL32",1.79063930863564e-160,0.470813080461379,1,0.98,3.10049196290261e-156,"T CD4 helper","RPL32"
"EEF1A1",6.36649589212979e-160,0.472787738193705,1,0.99,1.10235876372227e-155,"T CD4 helper","EEF1A1"
"RPS4X",2.77854432989235e-158,0.519584326776529,0.999,0.963,4.8110495072086e-154,"T CD4 helper","RPS4X"
"TNFRSF4",3.29000138676991e-156,0.603259108718517,0.171,0.018,5.6966374011921e-152,"T CD4 helper","TNFRSF4"
"NKG7",3.98755291280618e-153,-4.16239065041447,0.083,0.444,6.90444786852389e-149,"T CD4 helper","NKG7"
"INPP4B",1.04213907075794e-151,0.862163011654945,0.39,0.111,1.80446380101738e-147,"T CD4 helper","INPP4B"
"FLT3LG",5.10604344361218e-149,0.901733420047558,0.618,0.264,8.8411142226145e-145,"T CD4 helper","FLT3LG"
"ARHGAP15",2.82681089591163e-146,0.918209152078587,0.586,0.248,4.89462306627099e-142,"T CD4 helper","ARHGAP15"
"CD74",5.31902470012958e-144,-2.96928720968513,0.701,0.813,9.20989126827438e-140,"T CD4 helper","CD74"
"RPL30",5.67367397589876e-144,0.449394267897158,0.999,0.975,9.8239664892687e-140,"T CD4 helper","RPL30"
"RPL34",4.77548361858247e-140,0.443787166851847,1,0.974,8.26874988557555e-136,"T CD4 helper","RPL34"
"FCER1G",2.11378421215463e-138,-2.45339310639627,0.034,0.377,3.66001736334574e-134,"T CD4 helper","FCER1G"
"RPS3",1.1275042367445e-136,0.473306825998659,1,0.968,1.95227358592311e-132,"T CD4 helper","RPS3"
"RPL14",4.72406584391814e-136,0.462507535764578,0.999,0.958,8.17972000874425e-132,"T CD4 helper","RPL14"
"NOSIP",1.16494078582477e-135,0.857378176123071,0.714,0.367,2.01709497065558e-131,"T CD4 helper","NOSIP"
"RPS27A",2.7185327923661e-135,0.447743162625634,0.999,0.969,4.7071395299819e-131,"T CD4 helper","RPS27A"
"FXYD5",4.34212124263125e-135,0.684329235273398,0.957,0.811,7.51838293161601e-131,"T CD4 helper","FXYD5"
"RPL18A",4.44698839522801e-134,0.43594877771022,0.999,0.97,7.6999604063373e-130,"T CD4 helper","RPL18A"
"CD3D",3.10610069282775e-133,0.693273434759007,0.798,0.388,5.37821334963125e-129,"T CD4 helper","CD3D"
"CD3E",1.49695574266402e-131,0.679555386578294,0.946,0.531,2.59197886842276e-127,"T CD4 helper","CD3E"
"RPLP0",3.36774844545408e-130,0.549196718081989,0.999,0.933,5.83125643330374e-126,"T CD4 helper","RPLP0"
"RPL19",2.90495631284008e-125,0.389232632320487,1,0.976,5.02993185568259e-121,"T CD4 helper","RPL19"
"RPL39",5.1977037847769e-124,0.424661881820036,1,0.976,8.99982410334121e-120,"T CD4 helper","RPL39"
"PLEK",1.77532221185387e-123,-1.54492925018174,0.05,0.375,3.07397040982498e-119,"T CD4 helper","PLEK"
"LMNA",2.55696664069662e-123,1.01558540199525,0.41,0.144,4.4273877383662e-119,"T CD4 helper","LMNA"
"TNFAIP3",3.84416862791261e-122,0.824659465347994,0.914,0.701,6.65617797923068e-118,"T CD4 helper","TNFAIP3"
"HLA-DRA",9.7011654103244e-122,-3.32025325840879,0.074,0.386,1.67975679079767e-117,"T CD4 helper","HLA-DRA"
"HINT1",2.11022553173927e-121,0.646911188714752,0.942,0.744,3.65385550820654e-117,"T CD4 helper","HINT1"
"HLA-DRB1",1.11923828103153e-118,-2.7179186787203,0.138,0.439,1.9379610836061e-114,"T CD4 helper","HLA-DRB1"
"GSTK1",5.59595175288156e-118,0.785401346112382,0.814,0.545,9.68939046011442e-114,"T CD4 helper","GSTK1"
"RPS6",3.81181204103086e-115,0.448991872745977,0.999,0.958,6.60015254904493e-111,"T CD4 helper","RPS6"
"ZEB2",2.10638135482727e-113,-1.5562722939782,0.038,0.343,3.64719931588341e-109,"T CD4 helper","ZEB2"
"RPS28",5.03817384329614e-113,0.373288493106883,1,0.973,8.72359800966726e-109,"T CD4 helper","RPS28"
"RPL18",4.93005085725446e-112,0.407865772480536,0.999,0.963,8.5363830593361e-108,"T CD4 helper","RPL18"
"GATA3",5.01588467400341e-112,0.785851312263784,0.352,0.115,8.68500431303691e-108,"T CD4 helper","GATA3"
"RPL29",1.52088055598001e-110,0.375664266022252,1,0.965,2.63340468267939e-106,"T CD4 helper","RPL29"
"CRIP1",3.21200048070679e-107,0.649223086179679,0.932,0.716,5.5615788323438e-103,"T CD4 helper","CRIP1"
"GNLY",1.91210905458034e-106,-4.52756704520864,0.069,0.353,3.31081682800585e-102,"T CD4 helper","GNLY"
"RPL3",6.17561535631791e-106,0.438237964956695,1,0.958,1.06930779894645e-101,"T CD4 helper","RPL3"
"RPSA",9.80045622071257e-106,0.538736789498839,0.983,0.859,1.69694899461638e-101,"T CD4 helper","RPSA"
"RPLP1",1.66771215394497e-105,0.394337679076057,1,0.989,2.88764359455571e-101,"T CD4 helper","RPLP1"
"RPS8",3.04175184456882e-105,0.402558193637484,1,0.974,5.26679331887091e-101,"T CD4 helper","RPS8"
"RPL5",4.98443393391859e-105,0.462571993518376,0.995,0.919,8.63054735658003e-101,"T CD4 helper","RPL5"
"RPL8",3.56833354943696e-104,0.39208589592526,0.998,0.958,6.1785695408501e-100,"T CD4 helper","RPL8"
"ZFP36L2",4.88039286722868e-104,0.711024092599127,0.94,0.776,8.45040024960647e-100,"T CD4 helper","ZFP36L2"
"RPS15",1.02199575911523e-103,0.350662064534972,0.999,0.975,1.76958565690802e-99,"T CD4 helper","RPS15"
"CD82",7.4721152804024e-103,0.624861740767859,0.337,0.111,1.29379676080168e-98,"T CD4 helper","CD82"
"TTC39C",5.28587283805512e-100,0.698137937238126,0.444,0.182,9.15248881909243e-96,"T CD4 helper","TTC39C"
"DNAJB1",2.03912711035151e-99,0.68530251615407,0.776,0.468,3.53074859157364e-95,"T CD4 helper","DNAJB1"
"MAP3K8",4.11621231479199e-99,-1.46188181578021,0.046,0.325,7.12722162306234e-95,"T CD4 helper","MAP3K8"
"TRADD",8.92968557289836e-99,0.735370253452309,0.376,0.145,1.54617505694735e-94,"T CD4 helper","TRADD"
"RPL17",1.20088461239041e-97,0.440981921283577,0.99,0.921,2.07933170635399e-93,"T CD4 helper","RPL17"
"RCAN3",2.13155511952496e-97,0.703685876309418,0.442,0.181,3.69078768945747e-93,"T CD4 helper","RCAN3"
"RPL12",2.42537736629211e-97,0.375816051617143,0.998,0.969,4.19954090973479e-93,"T CD4 helper","RPL12"
"PI16",5.5171566582343e-97,0.392141106220438,0.101,0.009,9.55295675373269e-93,"T CD4 helper","PI16"
"RPS14",3.03214753129779e-96,0.36476637497598,0.999,0.969,5.25016345044213e-92,"T CD4 helper","RPS14"
"CYBA",4.49438772762286e-96,-1.00404461273336,0.759,0.821,7.78203235037899e-92,"T CD4 helper","CYBA"
"TPT1",3.5063452646389e-95,0.411598154044978,1,0.977,6.07123682572225e-91,"T CD4 helper","TPT1"
"SPOCK2",9.27698713184054e-95,0.662775116870702,0.6,0.302,1.60631032187819e-90,"T CD4 helper","SPOCK2"
"GZMB",1.88896863839292e-94,-2.37765807187743,0.012,0.267,3.27074919737734e-90,"T CD4 helper","GZMB"
"RPS19",2.05996869126725e-94,0.372879053708136,1,0.977,3.56683578892924e-90,"T CD4 helper","RPS19"
"HLA-DPB1",1.15363014015778e-92,-1.85911816927676,0.169,0.433,1.9975105876832e-88,"T CD4 helper","HLA-DPB1"
"CD5",2.79670410302023e-92,0.673272646295529,0.379,0.145,4.84249315437953e-88,"T CD4 helper","CD5"
"JUNB",4.62621533761098e-92,0.639259628752232,0.974,0.926,8.01029185707341e-88,"T CD4 helper","JUNB"
"HLA-DPA1",8.43821272659611e-91,-2.0068095916074,0.191,0.445,1.46107653361012e-86,"T CD4 helper","HLA-DPA1"
"RGCC",7.89918594923779e-90,0.824431602873199,0.584,0.305,1.36774404711052e-85,"T CD4 helper","RGCC"
"RACK1",1.1594788489016e-87,0.39174562568417,0.995,0.93,2.00763762687312e-83,"T CD4 helper","RACK1"
"PLP2",1.5851533174231e-87,0.731511020013073,0.58,0.313,2.7446929691181e-83,"T CD4 helper","PLP2"
"RPL35A",1.00044011487151e-86,0.361263224369249,0.999,0.948,1.73226205890003e-82,"T CD4 helper","RPL35A"
"CST7",2.73601004339142e-86,-2.1940282378649,0.149,0.388,4.73740139013225e-82,"T CD4 helper","CST7"
"TCF7",2.22641236571602e-85,0.598297494692344,0.558,0.266,3.85503301123728e-81,"T CD4 helper","TCF7"
"EFHD2",3.12537684565643e-85,-1.29461936666001,0.119,0.375,5.4115900082541e-81,"T CD4 helper","EFHD2"
"PRF1",2.80191689010489e-83,-2.06939356321244,0.036,0.273,4.85151909521661e-79,"T CD4 helper","PRF1"
"RPS5",4.69567056657821e-83,0.399638545323042,0.991,0.914,8.13055358603018e-79,"T CD4 helper","RPS5"
"FGFBP2",6.28261028757336e-83,-1.92354565444053,0.005,0.232,1.08783397129333e-78,"T CD4 helper","FGFBP2"
"RPS7",8.03692118670579e-83,0.334372859510148,0.999,0.96,1.39159290347811e-78,"T CD4 helper","RPS7"
"RPS27",1.00808238141822e-82,0.362425522359105,0.999,0.975,1.74549464342565e-78,"T CD4 helper","RPS27"
"FGR",5.52606197079995e-82,-1.15453652659328,0.011,0.24,9.56837630244011e-78,"T CD4 helper","FGR"
"RPS21",1.06975493225644e-81,0.394165606644982,0.999,0.946,1.85228066520203e-77,"T CD4 helper","RPS21"
"LYN",1.62175910698109e-80,-1.17543135387192,0.018,0.247,2.80807589373775e-76,"T CD4 helper","LYN"
"SARAF",1.80988238072742e-80,0.474013476190517,0.955,0.804,3.13381134222953e-76,"T CD4 helper","SARAF"
"VIM",5.12750989747864e-80,0.363688322151491,0.977,0.824,8.87828338748426e-76,"T CD4 helper","VIM"
"GZMH",1.45621286174858e-78,-2.00530767002007,0.01,0.229,2.52143257011767e-74,"T CD4 helper","GZMH"
"NPDC1",2.80851688286315e-78,0.421409283596145,0.126,0.022,4.86294698267754e-74,"T CD4 helper","NPDC1"
"RPL9",3.80276803404704e-78,0.391417523039167,0.994,0.914,6.58449285095245e-74,"T CD4 helper","RPL9"
"RPL24",9.97533732799532e-78,0.367202379675988,0.996,0.931,1.72722965834239e-73,"T CD4 helper","RPL24"
"FCGR3A",1.04568625437661e-75,-1.72427607823965,0.009,0.221,1.8106057494531e-71,"T CD4 helper","FCGR3A"
"RPL35",1.82791591224424e-75,0.355281691750358,0.994,0.943,3.16503640205091e-71,"T CD4 helper","RPL35"
"CST3",3.51911657234964e-75,-3.14638937989734,0.065,0.288,6.09335034502339e-71,"T CD4 helper","CST3"
"SPI1",1.83498120493631e-74,-1.61814654429025,0.015,0.226,3.17726995634722e-70,"T CD4 helper","SPI1"
"HLA-DMA",3.50657452974689e-74,-1.26053598888286,0.035,0.256,6.07163379825675e-70,"T CD4 helper","HLA-DMA"
"PBXIP1",3.93752668873526e-74,0.617757008965237,0.441,0.207,6.81782746154511e-70,"T CD4 helper","PBXIP1"
"RPS3A",9.47884798900184e-74,0.313057846482609,0.998,0.967,1.64126252929567e-69,"T CD4 helper","RPS3A"
"KLRD1",2.83463116529667e-73,-1.42918140974795,0.012,0.22,4.90816386271118e-69,"T CD4 helper","KLRD1"
"CD6",7.14602012623354e-73,0.586672183598018,0.416,0.186,1.23733338485734e-68,"T CD4 helper","CD6"
"H3-3A",2.83489884029847e-72,-0.812991257211578,0.818,0.849,4.9086273419768e-68,"T CD4 helper","H3-3A"
"CCL5",3.31051423255652e-72,-2.20058938628719,0.241,0.445,5.73215539367162e-68,"T CD4 helper","CCL5"
"CD40LG",4.71561765901028e-72,0.439950633957781,0.157,0.037,8.1650919765763e-68,"T CD4 helper","CD40LG"
"FTL",9.36316200207297e-72,-1.30515508900455,0.983,0.967,1.62123150065894e-67,"T CD4 helper","FTL"
"TMEM123",4.55277491132821e-71,0.579725655864407,0.634,0.377,7.88312975896479e-67,"T CD4 helper","TMEM123"
"CD28",4.6491877586678e-71,0.473891056643541,0.21,0.062,8.0500686041333e-67,"T CD4 helper","CD28"
"CAMK4",6.18478395290487e-71,0.533210095455849,0.441,0.203,1.07089534144548e-66,"T CD4 helper","CAMK4"
"LIME1",1.2790733311806e-70,0.614292778084867,0.431,0.204,2.21471547293921e-66,"T CD4 helper","LIME1"
"ANXA1",3.45528544740494e-70,0.523874704091868,0.84,0.572,5.98282675218165e-66,"T CD4 helper","ANXA1"
"RPS23",4.62087374295559e-69,0.282630464696295,1,0.977,8.00104288592761e-65,"T CD4 helper","RPS23"
"GZMA",3.20584710094458e-68,-1.55523152264439,0.107,0.326,5.55092425528554e-64,"T CD4 helper","GZMA"
"CD3G",6.20998911542523e-68,0.461030481433643,0.573,0.293,1.07525961533588e-63,"T CD4 helper","CD3G"
"RPL7A",2.41055687249311e-67,0.304476132815054,0.999,0.961,4.17387922472182e-63,"T CD4 helper","RPL7A"
"GPR183",2.94699211763932e-67,0.572013387449424,0.322,0.134,5.10271685169248e-63,"T CD4 helper","GPR183"
"CORO1B",6.32493747439994e-67,0.660505949992227,0.374,0.176,1.09516292369235e-62,"T CD4 helper","CORO1B"
"RPL10A",6.61367504751061e-67,0.414165800638906,0.971,0.87,1.14515783447646e-62,"T CD4 helper","RPL10A"
"TNFRSF25",1.26260543107923e-66,0.512158701181187,0.205,0.063,2.18620130391368e-62,"T CD4 helper","TNFRSF25"
"TRAT1",1.95974758218274e-66,0.515586220438232,0.244,0.084,3.39330293854941e-62,"T CD4 helper","TRAT1"
"HLA-DQA1",7.14061396185848e-66,-1.66044566065017,0.031,0.23,1.2363973074958e-61,"T CD4 helper","HLA-DQA1"
"HLA-DRB5",1.73607323691958e-65,-1.385696813182,0.036,0.236,3.00601080972626e-61,"T CD4 helper","HLA-DRB5"
"PLSCR3",1.85818581879011e-65,0.615509740393851,0.366,0.168,3.21744874523507e-61,"T CD4 helper","PLSCR3"
"GSTP1",2.96417295241733e-64,-1.1098487236639,0.39,0.548,5.1324654671106e-60,"T CD4 helper","GSTP1"
"NPM1",1.97106747230063e-63,0.40956536290367,0.95,0.782,3.41290332828853e-59,"T CD4 helper","NPM1"
"TESPA1",2.58832529736332e-63,0.483554922881232,0.269,0.101,4.48168525238458e-59,"T CD4 helper","TESPA1"
"CD2",3.34965009878204e-63,0.514922985364513,0.44,0.211,5.79991914604111e-59,"T CD4 helper","CD2"
"RPS13",1.77847878836903e-62,0.285419938378868,0.999,0.963,3.07943602206097e-58,"T CD4 helper","RPS13"
"EEF1G",2.78793260866769e-62,0.41685671952412,0.94,0.761,4.82730531190811e-58,"T CD4 helper","EEF1G"
"RPL4",4.32490844778274e-62,0.43559983939519,0.953,0.839,7.48857897733581e-58,"T CD4 helper","RPL4"
"CCL4",4.73279515303139e-62,-1.90473576467845,0.015,0.199,8.19483480747384e-58,"T CD4 helper","CCL4"
"FCN1",1.24148868684923e-61,-2.06560406883104,0.024,0.209,2.14963766127944e-57,"T CD4 helper","FCN1"
"EEF1B2",1.76208457430376e-61,0.362043121033816,0.98,0.877,3.05104944040696e-57,"T CD4 helper","EEF1B2"
"CEBPD",1.46881448914216e-60,-1.43111823032157,0.027,0.212,2.54325228794964e-56,"T CD4 helper","CEBPD"
"ITGB1",4.49946285270314e-60,0.591042547433921,0.535,0.307,7.79081992945549e-56,"T CD4 helper","ITGB1"
"LEPROTL1",5.64473701518795e-60,0.515504979515263,0.648,0.392,9.77386214179794e-56,"T CD4 helper","LEPROTL1"
"RPL6",7.84621937179274e-59,0.312326458186971,0.993,0.95,1.35857288422591e-54,"T CD4 helper","RPL6"
"CTSW",1.19094155589302e-58,-1.61987432561916,0.224,0.403,2.06211530402877e-54,"T CD4 helper","CTSW"
"PSAP",6.64338200017861e-58,-1.39242853540186,0.28,0.461,1.15030159333093e-53,"T CD4 helper","PSAP"
"AIF1",7.43658450676284e-58,-1.96510535865011,0.104,0.294,1.28764460734599e-53,"T CD4 helper","AIF1"
"CYBB",2.26820480434542e-57,-1.02117957272654,0.011,0.181,3.92739661872409e-53,"T CD4 helper","CYBB"
"FYB1",2.64556836109142e-56,0.480913724761526,0.787,0.551,4.58080161722979e-52,"T CD4 helper","FYB1"
"CD68",1.14026699811164e-55,-1.11994703605175,0.01,0.175,1.97437230723031e-51,"T CD4 helper","CD68"
"PTGER4",9.51235483661517e-55,0.582064816055635,0.498,0.283,1.64706423995992e-50,"T CD4 helper","PTGER4"
"MT-CO1",2.67399234580713e-54,-0.684179357853731,0.961,0.967,4.63001774676505e-50,"T CD4 helper","MT-CO1"
"S100A9",1.16544397107171e-53,-3.98380387226582,0.098,0.277,2.01796623591067e-49,"T CD4 helper","S100A9"
"CD27",1.77441848796361e-53,0.493032603370191,0.382,0.187,3.07240561190899e-49,"T CD4 helper","CD27"
"ICOS",2.23478519405908e-53,0.40458400538973,0.143,0.04,3.8695305635133e-49,"T CD4 helper","ICOS"
"ITGB2",4.09360170575949e-53,-0.88591808829434,0.553,0.651,7.08807135352255e-49,"T CD4 helper","ITGB2"
"SERPINA1",4.54232496943989e-53,-1.44088510962048,0.013,0.173,7.86503568458518e-49,"T CD4 helper","SERPINA1"
"ITM2A",8.20170328521485e-53,0.526525788997217,0.389,0.194,1.42012492383495e-48,"T CD4 helper","ITM2A"
"CD83",2.8915035931028e-52,-1.27244552373397,0.099,0.282,5.0066384714575e-48,"T CD4 helper","CD83"
"LYZ",4.17826029239617e-52,-3.31879022460388,0.161,0.335,7.23465769628398e-48,"T CD4 helper","LYZ"
"FAM102A",9.82522298304801e-52,0.455488084629395,0.215,0.08,1.70123735951476e-47,"T CD4 helper","FAM102A"
"IFITM1",1.42447301325044e-51,0.272710198922943,0.977,0.699,2.46647502244314e-47,"T CD4 helper","IFITM1"
"EEF2",1.56341969202089e-51,0.360713336286522,0.966,0.865,2.70706119673416e-47,"T CD4 helper","EEF2"
"MATK",3.37858007490933e-51,-1.02825136564388,0.051,0.221,5.8500113997055e-47,"T CD4 helper","MATK"
"FXYD7",1.50197364394226e-50,0.427015258692654,0.149,0.044,2.60066736448603e-46,"T CD4 helper","FXYD7"
"SPON2",1.96230235621814e-50,-1.4031705120196,0.024,0.183,3.39772652979171e-46,"T CD4 helper","SPON2"
"CD69",1.01190196299954e-49,0.315831768265955,0.893,0.659,1.7521082489337e-45,"T CD4 helper","CD69"
"IFITM3",1.03596231906567e-49,-1.30368328298839,0.052,0.221,1.7937687554622e-45,"T CD4 helper","IFITM3"
"TRAC",1.33366748061666e-49,0.460941965337063,0.286,0.126,2.30924524268775e-45,"T CD4 helper","TRAC"
"AOAH",3.99470839332338e-49,-0.850923530354274,0.016,0.169,6.91683758303944e-45,"T CD4 helper","AOAH"
"KLF4",1.09579055609833e-48,-1.25806939494787,0.048,0.212,1.89736134788425e-44,"T CD4 helper","KLF4"
"CSTA",1.95093807910378e-48,-1.03790212748984,0.007,0.152,3.3780492839682e-44,"T CD4 helper","CSTA"
"SERINC5",4.08023810687952e-48,0.436760253993339,0.261,0.111,7.0649322820619e-44,"T CD4 helper","SERINC5"
"HLA-DQB1",1.18249116729695e-47,-1.35829521246794,0.091,0.26,2.04748345617467e-43,"T CD4 helper","HLA-DQB1"
"CTSS",2.87628351954664e-47,-1.40818998418463,0.208,0.37,4.98028491409501e-43,"T CD4 helper","CTSS"
"ADGRG1",4.57636362775892e-47,-0.94073377206171,0.005,0.144,7.92397362146456e-43,"T CD4 helper","ADGRG1"
"RPL23A",5.62600711912609e-47,0.31695858548326,0.989,0.901,9.74143132676683e-43,"T CD4 helper","RPL23A"
"SLC2A3",7.05761128211109e-47,0.482412854077057,0.649,0.43,1.22202539349753e-42,"T CD4 helper","SLC2A3"
"HSPA8",7.2391472163846e-47,0.41380338909292,0.865,0.695,1.25345834051699e-42,"T CD4 helper","HSPA8"
"RGS16",7.47327351414817e-47,0.449597104807028,0.11,0.028,1.29399730897476e-42,"T CD4 helper","RGS16"
"PEBP1",5.36426965154417e-46,0.469274462911282,0.532,0.329,9.28823290164874e-42,"T CD4 helper","PEBP1"
"LEF1",5.50035571436836e-46,0.355313175354656,0.419,0.216,9.52386591942882e-42,"T CD4 helper","LEF1"
"LAT",5.85839236074128e-46,0.438676158508359,0.521,0.301,1.01438063726235e-41,"T CD4 helper","LAT"
"S100A8",1.96179583443281e-45,-4.17055110577073,0.113,0.273,3.39684948732041e-41,"T CD4 helper","S100A8"
"CDC14A",2.06000979378195e-45,0.446948842458728,0.241,0.103,3.56690695793345e-41,"T CD4 helper","CDC14A"
"HNRNPLL",2.12302269830487e-45,0.404083975806675,0.171,0.06,3.67601380211488e-41,"T CD4 helper","HNRNPLL"
"RPLP2",4.04253827837301e-45,0.279813323952861,0.999,0.944,6.99965502900287e-41,"T CD4 helper","RPLP2"
"S100A12",6.66544786411806e-45,-1.73957705417573,0.013,0.151,1.15412229767204e-40,"T CD4 helper","S100A12"
"CLEC7A",9.59452012153225e-45,-0.892018755632592,0.006,0.14,1.66129115904331e-40,"T CD4 helper","CLEC7A"
"NEAT1",3.25408217331678e-44,-1.52664627443625,0.366,0.502,5.63444328309801e-40,"T CD4 helper","NEAT1"
"OPTN",3.42974897824634e-44,0.430689714609645,0.379,0.197,5.93861035583353e-40,"T CD4 helper","OPTN"
"THEM4",3.45711337158326e-44,0.407883832892081,0.256,0.113,5.98599180289641e-40,"T CD4 helper","THEM4"
"MNDA",6.82082417486654e-44,-0.986751358247331,0.014,0.151,1.18102570587814e-39,"T CD4 helper","MNDA"
"CD14",8.34442924686361e-44,-1.07546918703336,0.008,0.141,1.44483792409443e-39,"T CD4 helper","CD14"
"ATP8B2",1.22336801885205e-43,0.336283884438743,0.14,0.044,2.11826172464233e-39,"T CD4 helper","ATP8B2"
"CXXC5",1.24036854492369e-43,-0.670363576896786,0.006,0.137,2.14769813553537e-39,"T CD4 helper","CXXC5"
"TLE5",1.50782786294111e-43,0.383075014434794,0.847,0.641,2.61080394468253e-39,"T CD4 helper","TLE5"
"RPL37",1.95138824128112e-43,0.289329409739711,0.996,0.951,3.37882873977826e-39,"T CD4 helper","RPL37"
"LINC02273",2.78123236740972e-43,0.336460203074614,0.134,0.041,4.81570384416993e-39,"T CD4 helper","LINC02273"
"IRF8",7.23977304302534e-43,-0.784135573177382,0.01,0.143,1.25356670239984e-38,"T CD4 helper","IRF8"
"SYK",7.63680075525845e-43,-0.640888986396639,0.008,0.139,1.322312050773e-38,"T CD4 helper","SYK"
"MIF",8.94064891259702e-43,0.372133228844828,0.879,0.715,1.54807335921617e-38,"T CD4 helper","MIF"
"PVT1",1.04936043007166e-42,0.365612542014546,0.146,0.048,1.81696758466909e-38,"T CD4 helper","PVT1"
"CFD",2.37259750644148e-42,-1.23058314573491,0.035,0.178,4.10815258240343e-38,"T CD4 helper","CFD"
"CSF3R",5.16013192044478e-42,-0.944789683092652,0.008,0.136,8.93476842025014e-38,"T CD4 helper","CSF3R"
"RPL36AL",5.1991737913938e-42,0.336945035609405,0.943,0.826,9.00236941979837e-38,"T CD4 helper","RPL36AL"
"RPS29",7.38477360652841e-42,0.424592043383637,0.895,0.736,1.27867354997039e-37,"T CD4 helper","RPS29"
"BTF3",8.81313501393625e-42,0.307708227050628,0.972,0.865,1.52599432766306e-37,"T CD4 helper","BTF3"
"CFAP36",1.03537470089713e-41,0.351595967463511,0.178,0.067,1.79275129460339e-37,"T CD4 helper","CFAP36"
"RPL41",1.26070022425492e-41,0.28448875130597,0.992,0.931,2.1829024382974e-37,"T CD4 helper","RPL41"
"CCL3",2.51783350215076e-41,-1.40084101981114,0.019,0.152,4.35962870897403e-37,"T CD4 helper","CCL3"
"LGALS2",4.1545834658058e-41,-1.14267688499066,0.01,0.136,7.19366127104274e-37,"T CD4 helper","LGALS2"
"LY86",4.28556085583195e-41,-0.595633231490474,0.004,0.127,7.42044862187301e-37,"T CD4 helper","LY86"
"DGKA",8.11391274711821e-41,0.420582904716896,0.318,0.16,1.40492399216352e-36,"T CD4 helper","DGKA"
"LYST",1.34855765414712e-40,-0.808370846171526,0.087,0.246,2.33502757815574e-36,"T CD4 helper","LYST"
"CD8A",1.4484377475117e-40,-1.00052229747587,0.049,0.194,2.50796995981651e-36,"T CD4 helper","CD8A"
"EEF1D",1.68209318026176e-40,0.277582127910387,0.98,0.907,2.91254434162324e-36,"T CD4 helper","EEF1D"
"CD4",1.74320928080411e-40,0.400664400550605,0.286,0.139,3.01836686971231e-36,"T CD4 helper","CD4"
"MS4A6A",2.73040057299155e-40,-0.977078772992695,0.017,0.145,4.72768859213487e-36,"T CD4 helper","MS4A6A"
"CLIC3",2.92209996468315e-40,-1.26557334232094,0.036,0.173,5.05961608884888e-36,"T CD4 helper","CLIC3"
"MEF2C",8.84363994581216e-40,-0.706378728879631,0.007,0.13,1.53127625661738e-35,"T CD4 helper","MEF2C"
"PAG1",9.85253204856531e-40,0.424503998329682,0.272,0.131,1.70596592420908e-35,"T CD4 helper","PAG1"
"HLA-DMB",1.06823623998329e-39,-0.668062874068892,0.014,0.14,1.84965104953107e-35,"T CD4 helper","HLA-DMB"
"HCK",1.07948846027964e-39,-0.700101917303446,0.009,0.132,1.8691342689742e-35,"T CD4 helper","HCK"
"ARID5B",5.5115601828938e-39,0.400463826124314,0.327,0.167,9.54326645668062e-35,"T CD4 helper","ARID5B"
"LAT2",7.14898647293873e-39,-0.588728617099175,0.009,0.129,1.23784700778934e-34,"T CD4 helper","LAT2"
"VCAN",7.20732075293975e-39,-1.26033768557325,0.026,0.155,1.24794758837152e-34,"T CD4 helper","VCAN"
"KLRF1",8.91760204285406e-39,-0.771515946783533,0.001,0.115,1.54408279372018e-34,"T CD4 helper","KLRF1"
"THOC3",9.06648796340494e-39,0.390244050833147,0.219,0.096,1.56986239086357e-34,"T CD4 helper","THOC3"
