"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SPN",4.90755661744636e-108,0.683960207454833,0.481,0.291,1.10954947563845e-103,"T_CD8_c07-TYROBP","SPN"
"TFDP2",9.32058042442073e-108,0.609680140810865,0.317,0.148,2.10729002815728e-103,"T_CD8_c07-TYROBP","TFDP2"
"GUK1",3.65907369371172e-107,0.588741386542171,0.719,0.59,8.27279971411284e-103,"T_CD8_c07-TYROBP","GUK1"
"MAL",4.70127454665097e-107,-0.852785809704238,0.007,0.2,1.06291116225232e-102,"T_CD8_c07-TYROBP","MAL"
"ZBP1",1.85545352763366e-106,0.557778829074767,0.272,0.118,4.19499488062694e-102,"T_CD8_c07-TYROBP","ZBP1"
"LDHB",3.38902002510448e-106,-0.884900171762657,0.504,0.682,7.66223537475872e-102,"T_CD8_c07-TYROBP","LDHB"
"KLRB1",4.03455449791697e-106,0.491836303143899,0.491,0.255,9.12172426434047e-102,"T_CD8_c07-TYROBP","KLRB1"
"SCP2",1.91372806703892e-105,0.669167842740409,0.49,0.321,4.3267477867683e-101,"T_CD8_c07-TYROBP","SCP2"
"IGFBP7",5.75454082168504e-105,0.679101662744164,0.226,0.088,1.30104413437477e-100,"T_CD8_c07-TYROBP","IGFBP7"
"CAPG",1.44636786578272e-104,-0.793006159974051,0.007,0.197,3.27009310774814e-100,"T_CD8_c07-TYROBP","CAPG"
"LGR6",1.65464950687922e-104,0.366642882767385,0.117,0.029,3.74099707010322e-100,"T_CD8_c07-TYROBP","LGR6"
"JAML",7.5593393459231e-104,-0.735148940976406,0.007,0.195,1.70909103271975e-99,"T_CD8_c07-TYROBP","JAML"
"GPR183",4.69648668421474e-103,-0.73704194474657,0.014,0.207,1.06182867443411e-98,"T_CD8_c07-TYROBP","GPR183"
"FCGRT",6.10911231464764e-103,-0.879172301728356,0.025,0.222,1.38120920321869e-98,"T_CD8_c07-TYROBP","FCGRT"
"RPS15",3.30362099875487e-102,-0.299002802858723,0.999,0.991,7.46915671608488e-98,"T_CD8_c07-TYROBP","RPS15"
"ERBB2",6.33826878251759e-102,0.33202140144557,0.101,0.023,1.4330191890394e-97,"T_CD8_c07-TYROBP","ERBB2"
"TRG-AS1",7.43396142127931e-102,0.643733234301859,0.334,0.17,1.68074433773704e-97,"T_CD8_c07-TYROBP","TRG-AS1"
"NMUR1",8.08648010596477e-102,0.404692491392145,0.143,0.042,1.82827228715757e-97,"T_CD8_c07-TYROBP","NMUR1"
"EOMES",2.03472701875143e-101,0.484009531767704,0.175,0.058,4.6003143166951e-97,"T_CD8_c07-TYROBP","EOMES"
"ID2",3.08900583686227e-101,0.551408526570892,0.528,0.32,6.9839332965619e-97,"T_CD8_c07-TYROBP","ID2"
"BSG",3.25591497867667e-101,0.605649805999612,0.583,0.422,7.36129817529008e-97,"T_CD8_c07-TYROBP","BSG"
"CDK2AP2",5.22953031141849e-101,0.710481220843951,0.462,0.291,1.18234450810861e-96,"T_CD8_c07-TYROBP","CDK2AP2"
"PTPN4",7.41840694916697e-101,0.599862515516438,0.396,0.219,1.67722762713716e-96,"T_CD8_c07-TYROBP","PTPN4"
"PPP2R5C",3.19740504170358e-100,0.638249614033507,0.583,0.408,7.22901305878763e-96,"T_CD8_c07-TYROBP","PPP2R5C"
"LST1",4.77636845989733e-100,-1.60436061561268,0.032,0.224,1.07988914509819e-95,"T_CD8_c07-TYROBP","LST1"
"TSPAN2",1.36257869375516e-99,0.440160020916147,0.162,0.052,3.08065416871105e-95,"T_CD8_c07-TYROBP","TSPAN2"
"RPS4X",2.53470836913646e-99,-0.381889598202391,0.996,0.989,5.73072215178063e-95,"T_CD8_c07-TYROBP","RPS4X"
"CYBB",2.59543013400217e-98,-1.01593681379664,0.013,0.195,5.86800798996551e-94,"T_CD8_c07-TYROBP","CYBB"
"SPI1",6.86319867677899e-98,-1.1252584732967,0.008,0.188,1.55170058883296e-93,"T_CD8_c07-TYROBP","SPI1"
"RPS24",1.69105495182282e-97,-0.287814912255998,0.996,0.99,3.8233061405762e-93,"T_CD8_c07-TYROBP","RPS24"
"MIB2",1.58875812605085e-96,0.582469397513832,0.266,0.119,3.59202324718837e-92,"T_CD8_c07-TYROBP","MIB2"
"RPSA",4.98875285592601e-96,-0.432627652222076,0.976,0.964,1.12790713319631e-91,"T_CD8_c07-TYROBP","RPSA"
"CD320",8.38098540089484e-96,0.566910893439921,0.276,0.127,1.89485698928832e-91,"T_CD8_c07-TYROBP","CD320"
"CD44",2.32548906622869e-95,-0.661252651374033,0.439,0.664,5.25769822983645e-91,"T_CD8_c07-TYROBP","CD44"
"RPS14",2.68886428217996e-94,-0.32456501891934,0.997,0.992,6.07925325558068e-90,"T_CD8_c07-TYROBP","RPS14"
"MVD",3.0958558804354e-94,0.537057577094198,0.26,0.117,6.9994205600764e-90,"T_CD8_c07-TYROBP","MVD"
"CALR",1.0608037242191e-93,0.584806707907484,0.756,0.641,2.39837114008695e-89,"T_CD8_c07-TYROBP","CALR"
"RGS10",7.56071236320021e-93,-0.732443984309513,0.215,0.454,1.70940145819594e-88,"T_CD8_c07-TYROBP","RGS10"
"SPINT2",1.19996649886621e-92,-0.558755625314824,0.007,0.18,2.71300425728661e-88,"T_CD8_c07-TYROBP","SPINT2"
"HDDC2",3.55951651512846e-92,0.605337262856274,0.33,0.174,8.04771088905393e-88,"T_CD8_c07-TYROBP","HDDC2"
"MEF2C",7.42268316118435e-92,-0.776006539322756,0.004,0.172,1.67819443591217e-87,"T_CD8_c07-TYROBP","MEF2C"
"LINC02384",2.28520838221175e-91,0.417691090323188,0.156,0.051,5.16662763134255e-87,"T_CD8_c07-TYROBP","LINC02384"
"SUN2",1.94065763240416e-90,0.64842743994559,0.481,0.314,4.38763284110256e-86,"T_CD8_c07-TYROBP","SUN2"
"SLC15A4",3.64567806197649e-90,0.457427685282866,0.168,0.059,8.24251353032265e-86,"T_CD8_c07-TYROBP","SLC15A4"
"NDUFB7",5.38463328696944e-90,0.629945957207487,0.536,0.39,1.21741173985092e-85,"T_CD8_c07-TYROBP","NDUFB7"
"SLAMF7",9.4782127142565e-90,0.478824301531537,0.219,0.089,2.14292911256625e-85,"T_CD8_c07-TYROBP","SLAMF7"
"LINC02084",4.55668911072571e-89,0.377183037700178,0.136,0.041,1.03022184104398e-84,"T_CD8_c07-TYROBP","LINC02084"
"HLA-DQB1",6.71437873099525e-89,-1.25096836921769,0.099,0.294,1.51805388729072e-84,"T_CD8_c07-TYROBP","HLA-DQB1"
"PTGER2",1.0461367598485e-88,0.561049815836993,0.347,0.185,2.36521060034146e-84,"T_CD8_c07-TYROBP","PTGER2"
"LYAR",1.32993444985385e-88,0.518586836559811,0.459,0.269,3.00684879767456e-84,"T_CD8_c07-TYROBP","LYAR"
"ACTB",1.33610745958346e-88,0.417677616987086,0.999,0.997,3.02080535537223e-84,"T_CD8_c07-TYROBP","ACTB"
"CFP",1.47472610690528e-88,-0.890408520094709,0.006,0.17,3.33420825510214e-84,"T_CD8_c07-TYROBP","CFP"
"STOM",2.52469816267571e-88,0.535029774960873,0.353,0.19,5.7080900759935e-84,"T_CD8_c07-TYROBP","STOM"
"MBP",2.67352257087351e-88,0.56522993265045,0.604,0.445,6.04456718048791e-84,"T_CD8_c07-TYROBP","MBP"
"DTHD1",3.04159582326011e-88,0.393747819001417,0.129,0.038,6.87674399680879e-84,"T_CD8_c07-TYROBP","DTHD1"
"FOS",9.05011124391487e-88,-1.87643366759903,0.189,0.393,2.04613965113671e-83,"T_CD8_c07-TYROBP","FOS"
"CTSB",9.7317142889761e-88,-0.736439464448478,0.089,0.29,2.20024328359461e-83,"T_CD8_c07-TYROBP","CTSB"
"TMEM14C",1.06607984989111e-87,-0.509899868825691,0.022,0.197,2.4102999326188e-83,"T_CD8_c07-TYROBP","TMEM14C"
"LINC00299",2.0838242829606e-87,0.402162741529968,0.105,0.027,4.71131832134561e-83,"T_CD8_c07-TYROBP","LINC00299"
"MYC",2.28579014074611e-87,-0.665479074680974,0.005,0.166,5.16794292921288e-83,"T_CD8_c07-TYROBP","MYC"
"FYN",2.92573072481393e-87,0.602749801702289,0.515,0.342,6.61478459573182e-83,"T_CD8_c07-TYROBP","FYN"
"LINC00944",1.73535730346727e-86,0.352931862136662,0.127,0.038,3.92346932740914e-82,"T_CD8_c07-TYROBP","LINC00944"
"TRGV7",6.52686216803631e-86,0.335356616154497,0.102,0.026,1.47565826757133e-81,"T_CD8_c07-TYROBP","TRGV7"
"LY86",9.23149607670895e-86,-0.621386567853581,0.002,0.159,2.08714894798313e-81,"T_CD8_c07-TYROBP","LY86"
"FCN1",3.88756649195685e-85,-2.07768516485556,0.018,0.181,8.78939908166524e-81,"T_CD8_c07-TYROBP","FCN1"
"ANXA1",4.63290732936861e-85,0.37658845142473,0.825,0.611,1.04745401809695e-80,"T_CD8_c07-TYROBP","ANXA1"
"MYOM2",1.41385060836416e-84,0.642610752948542,0.173,0.063,3.19657484045053e-80,"T_CD8_c07-TYROBP","MYOM2"
"YWHAQ",2.21814036716529e-84,0.537163188010082,0.621,0.474,5.014993556124e-80,"T_CD8_c07-TYROBP","YWHAQ"
"AQP3",2.41150219355893e-84,-0.786129993973545,0.023,0.191,5.45216530941739e-80,"T_CD8_c07-TYROBP","AQP3"
"TTC16",4.85932507837018e-84,0.388026118848909,0.127,0.039,1.09864480696871e-79,"T_CD8_c07-TYROBP","TTC16"
"PXN",7.19479563307809e-84,0.566850239483939,0.404,0.244,1.62667134468263e-79,"T_CD8_c07-TYROBP","PXN"
"FOXP1",1.31748293521801e-83,-0.63647725137107,0.294,0.526,2.9786971682344e-79,"T_CD8_c07-TYROBP","FOXP1"
"SERPINA1",1.41413614064565e-83,-1.53868354409048,0.013,0.171,3.19722040038576e-79,"T_CD8_c07-TYROBP","SERPINA1"
"TMA7",1.95201217092447e-83,0.408172743161693,0.909,0.864,4.41330431724314e-79,"T_CD8_c07-TYROBP","TMA7"
"SARAF",2.90085732119414e-83,-0.703246743657043,0.771,0.871,6.55854831748783e-79,"T_CD8_c07-TYROBP","SARAF"
"LYZ",3.24769205513443e-83,-3.20380316393263,0.069,0.244,7.34270696745343e-79,"T_CD8_c07-TYROBP","LYZ"
"MLC1",3.35048531732666e-83,0.308726636166379,0.106,0.028,7.57511225394385e-79,"T_CD8_c07-TYROBP","MLC1"
"CD82",6.17078253884244e-83,-0.632807827929575,0.029,0.201,1.39515222420689e-78,"T_CD8_c07-TYROBP","CD82"
"MYO1F",2.31186757637215e-82,0.507980528148218,0.518,0.337,5.2269014034198e-78,"T_CD8_c07-TYROBP","MYO1F"
"CD5",5.65037404801923e-82,-0.692874893994564,0.085,0.28,1.27749306851667e-77,"T_CD8_c07-TYROBP","CD5"
"SERF2",7.11537417633195e-82,0.313397170663964,0.966,0.932,1.60871494752689e-77,"T_CD8_c07-TYROBP","SERF2"
"ABHD17A",8.62906963225316e-82,0.548517524960501,0.269,0.132,1.95094635315612e-77,"T_CD8_c07-TYROBP","ABHD17A"
"SERP1",1.63722358418894e-81,-0.549155910937937,0.491,0.692,3.70159880149277e-77,"T_CD8_c07-TYROBP","SERP1"
"CD55",3.55425743931324e-81,-0.623964016918127,0.173,0.392,8.03582064454331e-77,"T_CD8_c07-TYROBP","CD55"
"MNDA",5.36216964018557e-81,-1.01811486844517,0.011,0.165,1.21233293394956e-76,"T_CD8_c07-TYROBP","MNDA"
"ANXA6",6.99282104709519e-81,0.551311975094186,0.634,0.496,1.58100691053775e-76,"T_CD8_c07-TYROBP","ANXA6"
"POU2F2",1.16783418844819e-80,-0.648707749764362,0.076,0.265,2.64035631666251e-76,"T_CD8_c07-TYROBP","POU2F2"
"HLA-DMB",1.80977389848875e-80,-0.675117704031885,0.025,0.187,4.09171780709322e-76,"T_CD8_c07-TYROBP","HLA-DMB"
"CD68",6.92489717693049e-80,-1.12387016538109,0.018,0.173,1.56565000273221e-75,"T_CD8_c07-TYROBP","CD68"
"MRPL10",8.02340540439345e-80,0.541783617884591,0.344,0.194,1.81401172787932e-75,"T_CD8_c07-TYROBP","MRPL10"
"MYO1G",2.92048872224991e-79,0.560926573876426,0.535,0.383,6.60293295213482e-75,"T_CD8_c07-TYROBP","MYO1G"
"SEPT7",4.54920803509157e-79,0.495155922137396,0.705,0.604,1.02853044465385e-74,"T_CD8_c07-TYROBP","SEPT7"
"PPIB",4.94102181447962e-79,0.455410826037062,0.816,0.749,1.1171156220357e-74,"T_CD8_c07-TYROBP","PPIB"
"PLEKHG3",9.95301187135628e-79,0.407845792311636,0.156,0.056,2.25027645399494e-74,"T_CD8_c07-TYROBP","PLEKHG3"
"TOX",3.25301414677399e-78,0.419459325207841,0.176,0.067,7.35473968444132e-74,"T_CD8_c07-TYROBP","TOX"
"PTPRC",3.61055027966512e-78,0.379188252057166,0.915,0.886,8.16309312729488e-74,"T_CD8_c07-TYROBP","PTPRC"
"NDUFB2",3.62823434995814e-78,0.531670915937656,0.639,0.528,8.20307504182036e-74,"T_CD8_c07-TYROBP","NDUFB2"
"RPL24",4.37253897832717e-78,-0.309421301687082,0.974,0.975,9.88587337609991e-74,"T_CD8_c07-TYROBP","RPL24"
"CFD",4.451286365262e-78,-1.17663087056611,0.011,0.161,1.00639133432208e-73,"T_CD8_c07-TYROBP","CFD"
"CTSH",6.8724323327098e-78,-0.638161670785297,0.039,0.206,1.55378822610236e-73,"T_CD8_c07-TYROBP","CTSH"
"SKAP1",7.63779156624114e-78,0.535194901154436,0.501,0.335,1.72682829521146e-73,"T_CD8_c07-TYROBP","SKAP1"
"CD160",8.23175176656564e-78,0.409416333387066,0.163,0.06,1.86111675690283e-73,"T_CD8_c07-TYROBP","CD160"
"ARHGAP10",8.42834320306592e-78,0.401216925508568,0.137,0.046,1.90556411478117e-73,"T_CD8_c07-TYROBP","ARHGAP10"
"COL6A2",9.07491472409747e-78,0.410072896794451,0.13,0.042,2.0517474699712e-73,"T_CD8_c07-TYROBP","COL6A2"
"S100A9",1.12390818172577e-77,-3.52625686282546,0.084,0.254,2.54104400806379e-73,"T_CD8_c07-TYROBP","S100A9"
"CSTA",3.78537674966505e-77,-0.943757611450292,0.004,0.148,8.55835829331771e-73,"T_CD8_c07-TYROBP","CSTA"
"FLT3LG",6.36055442336183e-77,-0.678834768241599,0.173,0.37,1.43805774957788e-72,"T_CD8_c07-TYROBP","FLT3LG"
"FUT11",7.99683840321962e-77,0.467012535497822,0.199,0.084,1.80800519458392e-72,"T_CD8_c07-TYROBP","FUT11"
"SERINC5",8.32914816627191e-77,-0.535272685437394,0.023,0.182,1.88313710891242e-72,"T_CD8_c07-TYROBP","SERINC5"
"NCF2",2.28655166202723e-76,-0.753245693160471,0.006,0.15,5.16966465267736e-72,"T_CD8_c07-TYROBP","NCF2"
"RPS2",2.44644606041155e-76,-0.478744816301106,0.906,0.944,5.53116989798448e-72,"T_CD8_c07-TYROBP","RPS2"
"SYPL1",4.4964257733374e-76,-0.51236147816402,0.061,0.24,1.01659690309385e-71,"T_CD8_c07-TYROBP","SYPL1"
"ADGRG5",4.63507236598014e-76,0.378327345808392,0.144,0.05,1.04794351122445e-71,"T_CD8_c07-TYROBP","ADGRG5"
"PDIA3",7.53368222612167e-76,0.527730363069802,0.71,0.609,1.70329021450385e-71,"T_CD8_c07-TYROBP","PDIA3"
"RGS3",7.81641230145276e-76,0.428878843169127,0.207,0.089,1.76721265723545e-71,"T_CD8_c07-TYROBP","RGS3"
"RAB27B",9.69356519393656e-76,0.276540799156611,0.111,0.033,2.19161815469712e-71,"T_CD8_c07-TYROBP","RAB27B"
"FAM49B",1.29653492022739e-75,0.559213824776436,0.561,0.43,2.9313358011421e-71,"T_CD8_c07-TYROBP","FAM49B"
"PLAC8",1.559112808929e-75,0.531479302078837,0.525,0.373,3.52499814970759e-71,"T_CD8_c07-TYROBP","PLAC8"
"UTS2",3.7693392480688e-75,0.486587701776542,0.219,0.1,8.52209910595875e-71,"T_CD8_c07-TYROBP","UTS2"
"RPS21",1.02632703546368e-74,-0.393965030168888,0.982,0.981,2.32042279447984e-70,"T_CD8_c07-TYROBP","RPS21"
"GSTP1",2.51893165073538e-74,0.31507479453475,0.741,0.56,5.69505256914761e-70,"T_CD8_c07-TYROBP","GSTP1"
"MPEG1",6.67415236530491e-74,-0.622480103170936,0.002,0.139,1.50895910827179e-69,"T_CD8_c07-TYROBP","MPEG1"
"MS4A6A",7.02686839154609e-74,-1.03987717706414,0.006,0.145,1.58870467464465e-69,"T_CD8_c07-TYROBP","MS4A6A"
"RPL15",2.73692112037727e-73,-0.259177858811501,0.986,0.983,6.18790496106096e-69,"T_CD8_c07-TYROBP","RPL15"
"TMEM273",4.17591386926415e-73,0.388058906817396,0.127,0.043,9.44132366701932e-69,"T_CD8_c07-TYROBP","TMEM273"
"LINC002481",5.14219932168967e-73,0.331581590803759,0.128,0.043,1.16259984464082e-68,"T_CD8_c07-TYROBP","LINC002481"
"CNN2",6.60525968198032e-73,-0.530631219422599,0.421,0.637,1.49338316149893e-68,"T_CD8_c07-TYROBP","CNN2"
"PSMB9",8.08059805932733e-73,0.457717500540682,0.733,0.623,1.82694241523332e-68,"T_CD8_c07-TYROBP","PSMB9"
"DDIT4",1.03741849704287e-72,0.542825134565861,0.48,0.319,2.34549947996422e-68,"T_CD8_c07-TYROBP","DDIT4"
"TRAT1",1.04218105656845e-72,-0.600567203628233,0.029,0.182,2.35626715079561e-68,"T_CD8_c07-TYROBP","TRAT1"
"TXK",1.17705073646587e-72,0.488269576166863,0.289,0.15,2.66119401007568e-68,"T_CD8_c07-TYROBP","TXK"
"HCK",2.15488060566043e-72,-0.627524735075459,0.004,0.141,4.87196956133767e-68,"T_CD8_c07-TYROBP","HCK"
"NAPSA",2.18005323311276e-72,-0.619718754709479,0.004,0.141,4.92888235474463e-68,"T_CD8_c07-TYROBP","NAPSA"
"ATP2B4",4.50649290958578e-72,0.530139228252404,0.316,0.173,1.01887298192825e-67,"T_CD8_c07-TYROBP","ATP2B4"
"SYTL2",5.51058426434285e-72,0.523899885499373,0.237,0.11,1.24588799632527e-67,"T_CD8_c07-TYROBP","SYTL2"
"MSN",2.61808800036419e-71,0.473044945264748,0.716,0.604,5.9192351600234e-67,"T_CD8_c07-TYROBP","MSN"
"RPS6KA1",7.19053529452571e-71,0.54188191068891,0.357,0.217,1.62570812473932e-66,"T_CD8_c07-TYROBP","RPS6KA1"
"BHLHE40",1.05379535420816e-70,0.450442942928474,0.406,0.24,2.38252591632923e-66,"T_CD8_c07-TYROBP","BHLHE40"
"CD79A",1.29643988222451e-70,-1.7908697831465,0.006,0.14,2.9311209297214e-66,"T_CD8_c07-TYROBP","CD79A"
"FASLG",1.56556125912777e-70,0.314703399363801,0.115,0.036,3.53957745076199e-66,"T_CD8_c07-TYROBP","FASLG"
"FTH1",1.13919531004551e-69,-1.06073916735226,0.985,0.986,2.57560667648188e-65,"T_CD8_c07-TYROBP","FTH1"
"HLA-DRA",3.09899802628559e-69,-2.41148554684571,0.264,0.398,7.0065246376291e-65,"T_CD8_c07-TYROBP","HLA-DRA"
"TSPAN32",4.1256011513626e-69,0.542694747442882,0.302,0.171,9.32757164311569e-65,"T_CD8_c07-TYROBP","TSPAN32"
"NACA",4.30712962393725e-69,-0.263898564151194,0.985,0.982,9.73798936675972e-65,"T_CD8_c07-TYROBP","NACA"
"STAT4",1.12839093056342e-68,0.491130844288415,0.399,0.244,2.55117905491085e-64,"T_CD8_c07-TYROBP","STAT4"
"ALOX5",1.17928001795028e-68,-0.45684732644379,0.001,0.13,2.66623419258379e-64,"T_CD8_c07-TYROBP","ALOX5"
"TPM3",1.50320241892386e-68,0.387242235850829,0.846,0.789,3.39859034894495e-64,"T_CD8_c07-TYROBP","TPM3"
"MARCH1",1.73088391595274e-68,-0.499711391250471,0.005,0.136,3.91335544557756e-64,"T_CD8_c07-TYROBP","MARCH1"
"INPP4B",4.63413235389033e-68,-0.581019827365123,0.032,0.179,1.04773098389107e-63,"T_CD8_c07-TYROBP","INPP4B"
"OSTF1",1.26907869761146e-67,0.531894023915082,0.551,0.434,2.86926002742975e-63,"T_CD8_c07-TYROBP","OSTF1"
"ITGB7",1.64123553386241e-67,0.5612331435798,0.417,0.274,3.71066941850953e-63,"T_CD8_c07-TYROBP","ITGB7"
"LPCAT1",2.96591034633715e-67,0.494452848735125,0.224,0.108,6.70562670203366e-63,"T_CD8_c07-TYROBP","LPCAT1"
"CD14",3.1544755639085e-67,-1.08361662139987,0.006,0.134,7.13195380244073e-63,"T_CD8_c07-TYROBP","CD14"
"GK5",1.28798116995123e-66,0.571832005902264,0.238,0.117,2.91199662714273e-62,"T_CD8_c07-TYROBP","GK5"
"SRP14",2.1100248143719e-66,0.359219464056443,0.877,0.836,4.77055510281344e-62,"T_CD8_c07-TYROBP","SRP14"
"RSL1D1",3.47888347863279e-66,-0.514022969279901,0.294,0.505,7.86540765684087e-62,"T_CD8_c07-TYROBP","RSL1D1"
"CSF3R",3.90802440110916e-66,-0.744221358647927,0.004,0.13,8.8356523684677e-62,"T_CD8_c07-TYROBP","CSF3R"
"LCP1",4.00507832768331e-66,0.444495191621503,0.789,0.69,9.05508159105919e-62,"T_CD8_c07-TYROBP","LCP1"
"SIGIRR",4.30760782602207e-66,0.53424353419814,0.517,0.391,9.73907053385329e-62,"T_CD8_c07-TYROBP","SIGIRR"
"MS4A1",5.00166959954325e-66,-1.55810842591059,0.004,0.129,1.13082747976073e-61,"T_CD8_c07-TYROBP","MS4A1"
"CCND3",5.33880557305401e-66,0.453663210969272,0.676,0.573,1.20705055201178e-61,"T_CD8_c07-TYROBP","CCND3"
"S100A8",8.32383968937224e-66,-3.9021676899091,0.068,0.216,1.88193691537017e-61,"T_CD8_c07-TYROBP","S100A8"
"HLA-DMA",1.14510556475352e-65,-0.857971968768572,0.119,0.281,2.58896917135123e-61,"T_CD8_c07-TYROBP","HLA-DMA"
"FKBP11",1.36409925021885e-65,0.491937876108918,0.346,0.205,3.08409199481981e-61,"T_CD8_c07-TYROBP","FKBP11"
"NAP1L1",1.54805563303294e-65,-0.552426556271978,0.343,0.547,3.49999898072417e-61,"T_CD8_c07-TYROBP","NAP1L1"
"ITGAM",1.62293762375879e-65,0.488531464506507,0.268,0.139,3.66929967355625e-61,"T_CD8_c07-TYROBP","ITGAM"
"PDE4B",3.12394231986402e-65,-0.578413976678088,0.056,0.211,7.06292119098055e-61,"T_CD8_c07-TYROBP","PDE4B"
"TRGV9",3.6456202909188e-65,0.467344402104173,0.191,0.081,8.24238291573832e-61,"T_CD8_c07-TYROBP","TRGV9"
"MYBL1",5.41749292219568e-65,0.418072921856934,0.193,0.085,1.22484097477922e-60,"T_CD8_c07-TYROBP","MYBL1"
"SASH3",6.06603867305684e-65,0.518607649406182,0.477,0.34,1.37147068359142e-60,"T_CD8_c07-TYROBP","SASH3"
"MIR4435-2HG",7.80924304664106e-65,0.437326673938413,0.216,0.104,1.76559176041508e-60,"T_CD8_c07-TYROBP","MIR4435-2HG"
"PILRA",9.55356525642702e-65,-0.613870284453837,0.004,0.127,2.15996556882559e-60,"T_CD8_c07-TYROBP","PILRA"
"CLEC7A",1.27700444199087e-64,-0.608121074559255,0.006,0.131,2.88717934289715e-60,"T_CD8_c07-TYROBP","CLEC7A"
"TKT",1.38803231244032e-64,-0.889808874194086,0.261,0.439,3.13820225519632e-60,"T_CD8_c07-TYROBP","TKT"
"HINT1",3.03979932951932e-64,-0.405600419515507,0.725,0.835,6.87268230411023e-60,"T_CD8_c07-TYROBP","HINT1"
"NPM1",3.43892380856767e-64,-0.440960289775365,0.813,0.874,7.77506283879064e-60,"T_CD8_c07-TYROBP","NPM1"
"RPS11",3.61176939990646e-64,-0.353381074174299,0.882,0.92,8.16584943624851e-60,"T_CD8_c07-TYROBP","RPS11"
"JAKMIP1",4.30010305766241e-64,0.326444193053257,0.132,0.048,9.72210300306895e-60,"T_CD8_c07-TYROBP","JAKMIP1"
"PFDN5",7.17701635925839e-64,-0.290087988418477,0.927,0.948,1.62265162866473e-59,"T_CD8_c07-TYROBP","PFDN5"
"NELL2",1.12268466844868e-63,-0.541308947673215,0.005,0.127,2.53827776689563e-59,"T_CD8_c07-TYROBP","NELL2"
"CPVL",1.25605062310485e-63,-0.674069098029544,0.006,0.128,2.83980485377776e-59,"T_CD8_c07-TYROBP","CPVL"
"ALOX5AP",1.50929282508645e-63,0.606812644649212,0.456,0.316,3.41236014823795e-59,"T_CD8_c07-TYROBP","ALOX5AP"
"NCF4",1.88101042363109e-63,-0.422501968839636,0.01,0.137,4.25277646678754e-59,"T_CD8_c07-TYROBP","NCF4"
"APOBEC3C",2.68879079416453e-63,0.516219449215458,0.318,0.188,6.07908710652659e-59,"T_CD8_c07-TYROBP","APOBEC3C"
"S100A12",6.80781033419092e-63,-1.37898269739171,0.007,0.128,1.53917783845722e-58,"T_CD8_c07-TYROBP","S100A12"
"PTPN7",7.89641036201826e-63,0.516869877914674,0.327,0.193,1.78529941874871e-58,"T_CD8_c07-TYROBP","PTPN7"
"IL6R",1.77046328782885e-62,-0.393163474937302,0.006,0.127,4.00284044745226e-58,"T_CD8_c07-TYROBP","IL6R"
"RAB31",2.33402275487498e-62,-0.494159668443873,0.008,0.131,5.27699204649685e-58,"T_CD8_c07-TYROBP","RAB31"
"EVL",6.02050943367784e-62,0.404728067256943,0.772,0.663,1.36117697786022e-57,"T_CD8_c07-TYROBP","EVL"
"ZFAS1",7.07991110375704e-62,-0.436851717480315,0.518,0.7,1.60069710144843e-57,"T_CD8_c07-TYROBP","ZFAS1"
"RNF166",1.13494796017639e-61,0.52003821926071,0.389,0.258,2.56600384316279e-57,"T_CD8_c07-TYROBP","RNF166"
"CISD3",1.31739572687432e-61,0.520257298442949,0.259,0.141,2.97849999889015e-57,"T_CD8_c07-TYROBP","CISD3"
"RAB29",2.1485809554677e-61,0.504631767833035,0.36,0.228,4.85772668221692e-57,"T_CD8_c07-TYROBP","RAB29"
"DGKA",2.62845140800284e-61,-0.503200995590851,0.069,0.224,5.94266578835363e-57,"T_CD8_c07-TYROBP","DGKA"
"VCAN",2.84747613416447e-61,-1.4746183575064,0.029,0.159,6.43785879173244e-57,"T_CD8_c07-TYROBP","VCAN"
"PSME1",3.50156047199396e-61,0.367857435331748,0.849,0.805,7.91667807113114e-57,"T_CD8_c07-TYROBP","PSME1"
"YWHAZ",3.71175867043291e-61,0.301632251925122,0.894,0.855,8.39191517798177e-57,"T_CD8_c07-TYROBP","YWHAZ"
"SNHG8",4.51873091767807e-61,-0.480321734212081,0.254,0.456,1.02163987317783e-56,"T_CD8_c07-TYROBP","SNHG8"
"STARD3NL",4.99407279749341e-61,0.544661264645111,0.264,0.147,1.12910991878529e-56,"T_CD8_c07-TYROBP","STARD3NL"
"ACTN4",6.12352500171565e-61,0.51313889066846,0.414,0.278,1.38446776763789e-56,"T_CD8_c07-TYROBP","ACTN4"
"AC090152.1",6.43548674830547e-61,0.305561935030088,0.108,0.036,1.45499919892438e-56,"T_CD8_c07-TYROBP","AC090152.1"
"IFNG",7.52402921965767e-61,0.323292760157518,0.109,0.036,1.7011077662724e-56,"T_CD8_c07-TYROBP","IFNG"
"C19orf38",2.57475963837621e-60,-0.461883542534497,0.003,0.118,5.82127406640478e-56,"T_CD8_c07-TYROBP","C19orf38"
"HSH2D",3.58075553861735e-60,0.473942929575865,0.312,0.183,8.09573019725997e-56,"T_CD8_c07-TYROBP","HSH2D"
"SLC7A7",5.05022652452366e-60,-0.516270263356901,0.004,0.12,1.14180571492956e-55,"T_CD8_c07-TYROBP","SLC7A7"
"TYMP",9.8561114585882e-60,-1.03498967723132,0.084,0.229,2.22836823967221e-55,"T_CD8_c07-TYROBP","TYMP"
