entrez cluster avg_diff
836 RG-early 1.763435244
9994 RG-early -0.778194304
865 RG-early 1.25524034
868 RG-early -1.798643054
150472 RG-early 1.34802651
644101 RG-early 0.637854954
23466 RG-early -1.164580419
57821 RG-early 1.614508743
343099 RG-early 1.545297789
55246 RG-early 1.764630321
29080 RG-early 1.268309057
55704 RG-early -1.739858714
890 RG-early 1.267577627
891 RG-early 1.212163209
9133 RG-early 1.08559869
10983 RG-early -0.972392973
4171 RG-early 0.70233315
54462 RG-early -3.551382644
10575 RG-early 0.970128095
643180 RG-early -2.415705872
100133941 RG-early -1.475985555
938 RG-early -0.570566627
4179 RG-early -1.115496138
995 RG-early 2.420963317
996 RG-early -0.388559097
8476 RG-early -1.204728997
23580 RG-early 0.903636441
83461 RG-early 2.075155515
983 RG-early 1.088467482
6792 RG-early -4.744400317
1033 RG-early 1.670309198
50937 RG-early 1.241701177
10658 RG-early -0.772703719
10659 RG-early -0.766614953
56853 RG-early -1.642277617
1062 RG-early 1.732097157
1063 RG-early 0.947188381
64105 RG-early 1.122486099
55839 RG-early 1.544148554
79682 RG-early 1.580899452
387103 RG-early 1.775711118
9662 RG-early 0.45799496
22995 RG-early 0.872302796
9859 RG-early -1.527394427
645455 RG-early -1.386311171
80184 RG-early -0.658060751
1107 RG-early -1.414255112
1111 RG-early 0.856286171
1663 RG-early -3.895083706
57132 RG-early 0.882737213
26973 RG-early 0.822312384
26586 RG-early 1.393880787
150468 RG-early 0.655422869
1120 RG-early 0.853628338
1163 RG-early 1.710250709
1164 RG-early 1.966310351
23122 RG-early -0.717253409
1198 RG-early -2.123289623
134147 RG-early 2.57992599
10175 RG-early 0.363590522
1266 RG-early 0.832871467
1268 RG-early -5.638688439
54875 RG-early 1.322315923
1301 RG-early -0.452285265
10087 RG-early -1.636156706
1287 RG-early 1.459059386
26958 RG-early -2.53193624
10920 RG-early 0.90644353
23603 RG-early -1.36862383
10391 RG-early -1.046854539
9167 RG-early -0.397974295
1363 RG-early -2.093706029
80315 RG-early -1.134755209
23418 RG-early -1.717118904
64764 RG-early 1.427004759
9586 RG-early 1.489797097
1399 RG-early -0.738039298
1400 RG-early -1.338138443
7812 RG-early -0.915640901
114784 RG-early -2.466461804
1460 RG-early 0.732148014
80034 RG-early -3.699295792
NA RG-early 0.899298857
NA RG-early -2.695837132
NA RG-early -1.653189966
NA RG-early 1.663463117
1496 RG-early -2.462980128
8727 RG-early 1.368930541
1501 RG-early -0.988882632
1508 RG-early -2.063646206
2017 RG-early -0.615257867
83992 RG-early -1.519599308
23316 RG-early -4.471646409
1525 RG-early -1.995299279
7852 RG-early -0.995312659
80319 RG-early -3.183222572
54205 RG-early 0.584241925
26999 RG-early -2.214622498
27065 RG-early -2.042784637
1602 RG-early 1.296642643
1612 RG-early -3.182130172
1615 RG-early 1.874548038
9802 RG-early -1.101361168
10926 RG-early 1.393531714
79269 RG-early -2.7004335
10238 RG-early -1.206561113
8642 RG-early -2.119824262
9201 RG-early -3.307018919
166614 RG-early -3.044762711
64421 RG-early 0.795585443
1639 RG-early -2.552193067
1641 RG-early -4.111426396
1649 RG-early 1.50161935
780 RG-early -1.180561301
55308 RG-early -2.366333095
10212 RG-early 0.655302621
9191 RG-early 1.246091608
7913 RG-early 0.416696609
54487 RG-early -0.909907627
79665 RG-early 1.28225849
23181 RG-early -2.509780783
22982 RG-early -1.748451287
1740 RG-early -0.900829434
9229 RG-early -1.303639355
22839 RG-early -1.734230603
9787 RG-early 0.660452754
1746 RG-early -2.454795612
NA RG-early -3.648979677
55466 RG-early 1.114365204
11080 RG-early 0.988696597
64215 RG-early 1.147253513
202052 RG-early -0.425053146
92737 RG-early -0.769294064
10059 RG-early -0.772382521
9732 RG-early -1.639263256
9980 RG-early -2.579100687
8813 RG-early 1.050813912
84661 RG-early 1.464704406
1808 RG-early -0.893922554
1809 RG-early -1.815963351
92126 RG-early -1.809237023
667 RG-early -0.854451151
11221 RG-early 0.855689576
80824 RG-early 1.004145713
1854 RG-early 0.806525337
1778 RG-early -0.696623456
140735 RG-early -0.681660959
83658 RG-early -1.174093707
6993 RG-early -0.465022882
1859 RG-early 0.911370192
8445 RG-early -0.449068591
10847 RG-early 0.588587264
1894 RG-early 1.233791904
1915 RG-early 0.445385881
158078 RG-early 0.47117348
221838 RG-early 0.391296021
1936 RG-early 1.640618673
126037 RG-early -0.303846286
1947 RG-early 0.816766003
1948 RG-early -0.648619189
22979 RG-early -2.891223167
1958 RG-early -1.532052712
84285 RG-early 1.78532497
10289 RG-early 0.799688758
8663 RG-early -1.968682737
8669 RG-early 0.816085601
1982 RG-early -0.891968885
1984 RG-early -1.101396398
3692 RG-early -0.783098927
1993 RG-early -1.195532771
1995 RG-early -2.234272527
22936 RG-early 1.288927217
9844 RG-early -3.211293957
2018 RG-early 0.544505776
8507 RG-early -1.614032529
2023 RG-early 1.209897242
2026 RG-early -0.59132968
23136 RG-early -1.998600007
2044 RG-early -1.659432236
2059 RG-early -1.229007078
2066 RG-early -6.196217968
23071 RG-early -2.252488477
54206 RG-early 1.066468197
114799 RG-early -1.623491648
2107 RG-early 0.302702807
55500 RG-early -0.431523729
5394 RG-early -2.165383133
2145 RG-early -2.991394737
2146 RG-early 0.867513407
7430 RG-early -0.305889651
2173 RG-early -0.495904369
90362 RG-early -1.373409637
150864 RG-early -0.847775624
79137 RG-early -2.701196325
26355 RG-early 1.739150771
165215 RG-early -0.581178638
25817 RG-early -2.109635973
81553 RG-early -0.860395733
58516 RG-early 1.049844869
54478 RG-early 1.763332639
2177 RG-early 1.365978323
10160 RG-early -1.275477521
2195 RG-early 0.965745933
120114 RG-early -1.821226954
54455 RG-early -1.320257774
55294 RG-early -0.680607317
2222 RG-early 0.405099575
56929 RG-early -0.418831149
9638 RG-early -1.254111555
2257 RG-early -1.445145914
2261 RG-early 2.061533196
60681 RG-early 0.481551243
23768 RG-early -4.66730569
114793 RG-early -0.943992762
23048 RG-early -0.921896572
54874 RG-early -1.290051328
2290 RG-early -0.476029823
55691 RG-early -1.476928264
2495 RG-early 0.981610382
2502 RG-early 0.915304074
2509 RG-early 0.514539254
2500 RG-early 0.899563231
2530 RG-early -1.856854645
8087 RG-early 0.64789199
53826 RG-early -1.183355549
84248 RG-early -1.22202454
10146 RG-early 0.500682802
11337 RG-early 1.152602969
2562 RG-early -2.829367684
2571 RG-early -5.43244392
2596 RG-early -2.236387347
2597 RG-early 1.103095235
2616 RG-early 1.436932757
389849 RG-early 0.338248927
54332 RG-early -1.490479751
2664 RG-early -1.826750234
2734 RG-early -0.701890416
2736 RG-early 2.132930482
2737 RG-early 0.98612264
2739 RG-early 0.961242922
51053 RG-early 1.79637688
2775 RG-early -0.4053957
2776 RG-early -1.519091386
10681 RG-early -1.718970519
54331 RG-early -2.430992579
2786 RG-early -3.218966025
2787 RG-early 1.267443464
79158 RG-early -0.755228322
51125 RG-early -0.333285924
23015 RG-early -2.287725212
60313 RG-early 1.337199445
2239 RG-early 0.796969424
56261 RG-early 1.492311344
10243 RG-early -0.274632859
338328 RG-early -4.048239134
2823 RG-early -2.790895931
2824 RG-early -1.406117835
11321 RG-early 0.712169474
23432 RG-early -2.136098007
84059 RG-early -0.312095301
2879 RG-early 1.160805591
2890 RG-early -2.652634912
2891 RG-early -5.951832591
2932 RG-early 0.999914039
2941 RG-early -1.626909138
2950 RG-early 0.984021105
79712 RG-early -1.228200166
2969 RG-early -1.171348408
2970 RG-early -0.986739222
653188 RG-early -0.522763201
3005 RG-early 0.895194593
8971 RG-early 1.118508838
3015 RG-early 1.381835659
440926 RG-early 0.793522204
3021 RG-early 0.488914294
93323 RG-early 0.676749895
9734 RG-early 0.730976674
3070 RG-early 0.871233362
8924 RG-early -2.111389667
400322 RG-early -0.583085862
3280 RG-early 0.828912532
55502 RG-early -1.820980131
23462 RG-early 2.00353091
64344 RG-early 1.475507908
3094 RG-early 0.812431643
204851 RG-early -0.750022146
3024 RG-early 1.123974525
3009 RG-early 1.412063296
3006 RG-early 1.970183479
3007 RG-early 1.267054363
3008 RG-early 1.699891214
85236 RG-early 1.897366244
8358 RG-early 0.886355994
8364 RG-early 1.498625375
3099 RG-early 1.472517236
3159 RG-early 1.223853176
8091 RG-early 2.57741975
3146 RG-early 0.794037187
100130561 RG-early 1.453939648
10357 RG-early 1.42048396
10354 RG-early 1.462445859
3148 RG-early 1.764658076
3151 RG-early 1.510294282
728632 RG-early 0.547033686
9324 RG-early 0.813514387
79366 RG-early 1.085354749
3188 RG-early -1.317470625
92906 RG-early -0.340894381
3320 RG-early 0.846802454
3323 RG-early 0.421699572
3326 RG-early 0.636009767
7184 RG-early 1.036029747
3303 RG-early 0.39210425
3304 RG-early 0.723326035
22824 RG-early 1.34697489
3315 RG-early 1.405620454
3329 RG-early 0.755517724
3336 RG-early 1.756768968
10808 RG-early 1.598042887
3064 RG-early -0.607827097
130026 RG-early -1.790316641
3398 RG-early -1.092294544
3400 RG-early 1.365052486
51278 RG-early 0.626034731
80173 RG-early 1.36057083
10642 RG-early 0.851232475
10644 RG-early 0.986495467
3550 RG-early -0.613919466
196294 RG-early 1.304024337
9118 RG-early -4.755694643
55656 RG-early 0.766368598
3843 RG-early -0.650368217
10788 RG-early -0.649465191
128239 RG-early 0.861671718
359948 RG-early 0.407916051
81875 RG-early -2.20646998
23421 RG-early 1.038413042
3696 RG-early 0.476108135
6453 RG-early -2.583016524
9832 RG-early -0.651223538
83700 RG-early 0.314250429
8997 RG-early -1.767938857
200845 RG-early 1.292898567
55818 RG-early 0.981839613
9768 RG-early 2.195497903
9778 RG-early -0.843322579
84162 RG-early -1.606367122
56243 RG-early 1.092558299
57670 RG-early -1.229957126
57698 RG-early -2.246754609
205717 RG-early -0.428868959
57498 RG-early -1.393543762
3832 RG-early 1.136380086
9928 RG-early 1.165254268
56992 RG-early 1.529858404
81930 RG-early 1.288501701
547 RG-early -0.486136338
9585 RG-early 1.207318119
23046 RG-early -4.881176432
3835 RG-early 1.0813271
9493 RG-early 1.235197695
3796 RG-early -0.605386713
11004 RG-early 1.333860281
11127 RG-early -1.821803775
3797 RG-early -4.576618288
24137 RG-early 0.753794234
3798 RG-early -0.720734205
3799 RG-early 0.506703445
3800 RG-early -1.07533053
22920 RG-early -0.879750393
8609 RG-early -0.905766656
23008 RG-early -1.958232631
90417 RG-early 1.208187134
3839 RG-early -0.513583292
81606 RG-early -3.413798518
3939 RG-early 1.158988533
3945 RG-early 1.413011739
84247 RG-early -2.340957511
51176 RG-early 1.936365799
3954 RG-early -0.315138854
3977 RG-early 1.123909255
29092 RG-early 1.416733142
647979 RG-early -1.28318983
440993 RG-early -0.520734803
150568 RG-early -3.004715279
167410 RG-early 2.834630251
55788 RG-early -3.118348587
55885 RG-early -2.896929105
8048 RG-early -2.107773237
23284 RG-early -4.854766896
54886 RG-early -2.773930303
7804 RG-early -0.45436965
57689 RG-early -0.437954707
57554 RG-early -2.943031709
56262 RG-early -0.788700015
9208 RG-early -1.068697685
25804 RG-early 1.139023893
84946 RG-early -0.993615385
90624 RG-early -2.227764157
23499 RG-early -0.577132655
4085 RG-early 1.425732313
378938 RG-early -0.592914079
4131 RG-early 0.487888577
4133 RG-early -1.239865926
4134 RG-early -1.471473559
9448 RG-early -1.204672345
4135 RG-early -2.386151321
5602 RG-early -1.94483713
4137 RG-early -4.720026286
4140 RG-early -1.065121768
5648 RG-early 1.726324524
23383 RG-early -3.583953503
4162 RG-early 2.248826439
4172 RG-early 0.731632708
4173 RG-early 0.282263056
4176 RG-early -1.259716559
79772 RG-early -2.940804471
4192 RG-early 1.141427781
56890 RG-early 1.677163484
4193 RG-early -0.436072006
4194 RG-early 0.585310362
23195 RG-early -2.213038845
4200 RG-early -1.304893753
90390 RG-early 0.775961527
4208 RG-early -3.045803194
4211 RG-early -0.769139431
4212 RG-early -0.824496841
4232 RG-early -1.77272488
92312 RG-early -1.420906575
399664 RG-early -0.662457851
4237 RG-early 1.97273159
440823 RG-early -0.9324889
90007 RG-early -1.579377327
57708 RG-early 0.606709825
NA RG-early -3.2038974
55320 RG-early 0.789711623
4288 RG-early 0.905638639
10962 RG-early -2.114567058
4300 RG-early -2.034955259
4325 RG-early -2.837592721
84057 RG-early 2.095307824
79817 RG-early -1.128391173
23515 RG-early -1.370210831
51660 RG-early -1.42441886
8777 RG-early -0.670984559
57129 RG-early 1.032669043
54534 RG-early 1.341674563
4436 RG-early -1.152201311
4440 RG-early 0.494265021
4482 RG-early -4.591469123
NA RG-early -0.49271648
NA RG-early -0.696529404
NA RG-early -0.70119395
NA RG-early -0.509199518
NA RG-early 0.877881535
NA RG-early 0.814104601
NA RG-early 0.647509635
NA RG-early 0.566515337
9219 RG-early -0.708728917
441024 RG-early 1.330553353
9110 RG-early -0.669385972
100887749 RG-early -3.263713958
100652939 RG-early -1.235547492
100293090 RG-early -1.225507751
136319 RG-early -1.804801067
9788 RG-early -2.735692954
4084 RG-early 1.023250354
91663 RG-early 0.606505647
23077 RG-early -1.495975784
4637 RG-early 0.456032626
4644 RG-early -0.59782175
4649 RG-early -2.884789391
23040 RG-early -5.801807451
80097 RG-early -0.627378417
4666 RG-early 0.870204731
4673 RG-early 0.867479326
89796 RG-early -1.03444697
89797 RG-early -2.050289135
89795 RG-early -0.4780881
51594 RG-early -1.514460548
26960 RG-early -1.321372878
65065 RG-early -2.399777703
200030 RG-early -2.512049213
149013 RG-early -1.410371389
4684 RG-early -0.673257628
1463 RG-early -3.504420854
54892 RG-early 0.658454129
64151 RG-early 1.680308902
23054 RG-early -3.316729491
10403 RG-early 1.522171484
4700 RG-early 0.503608717
4707 RG-early 0.517819567
4720 RG-early -0.513351666
6787 RG-early 0.889625926
4753 RG-early -0.671260517
4756 RG-early -0.429382552
6530 RG-early 0.60515081
81831 RG-early -2.124270842
63974 RG-early -6.120147911
4763 RG-early -0.44039905
4771 RG-early -2.919857168
23114 RG-early -4.207859469
4780 RG-early -0.312933071
4774 RG-early -0.383627555
4781 RG-early -1.077033913
4783 RG-early 1.068469884
4784 RG-early -1.022201978
4792 RG-early 0.530961388
4801 RG-early 1.669228437
57224 RG-early -0.881730862
29922 RG-early -0.724095613
4826 RG-early -1.479982633
23530 RG-early -1.712554884
9241 RG-early 1.425480807
51406 RG-early 1.230348615
51602 RG-early 1.121083677
4854 RG-early 0.593827754
4858 RG-early -0.894197448
9520 RG-early -0.908403337
728888 RG-early 0.374263371
4869 RG-early 1.254654326
100422243 RG-early 0.916075603
7101 RG-early 1.627008573
4893 RG-early -1.784525982
4897 RG-early -2.42829106
9315 RG-early -1.525997195
4745 RG-early -3.650537404
9378 RG-early -3.89189216
9369 RG-early -4.957874859
55968 RG-early -1.315465702
84081 RG-early -0.433481068
387338 RG-early 1.769312141
51251 RG-early -0.44533055
50863 RG-early -2.57427325
4916 RG-early -0.686578278
51667 RG-early -1.252216162
11165 RG-early -1.644549816
9631 RG-early 0.860841478
10762 RG-early 0.512539176
23636 RG-early -1.053059822
9688 RG-early -1.655811758
51203 RG-early 1.238018934
10204 RG-early -0.940324022
132299 RG-early -0.963066873
4953 RG-early 1.261418281
8481 RG-early 0.452736568
51526 RG-early 1.229019629
5013 RG-early 2.24830952
5048 RG-early -0.583131974
55824 RG-early -2.93847433
5063 RG-early -0.874218515
57144 RG-early -3.783687787
5066 RG-early -1.512969853
64282 RG-early -0.717016616
10914 RG-early 0.795768262
84612 RG-early 0.824246683
79668 RG-early -0.613881655
5080 RG-early 1.138676817
51260 RG-early 0.783944711
55872 RG-early 1.567965522
5087 RG-early -1.830229945
5090 RG-early 0.293873097
27253 RG-early -0.55146955
5101 RG-early -1.123870013
27445 RG-early -2.141981085
5111 RG-early 1.511554715
9159 RG-early -3.974229817
27250 RG-early 0.567656091
5144 RG-early -3.384012067
9659 RG-early -1.292537763
9601 RG-early -2.031742502
5163 RG-early 0.52997029
81572 RG-early -0.956703266
8682 RG-early 0.657997749
5037 RG-early -0.628270177
5178 RG-early 1.208275771
5187 RG-early 0.615101387
8864 RG-early 0.947801824
5223 RG-early 1.304046227
283209 RG-early -1.283518081
221692 RG-early -2.298052497
116154 RG-early -2.479604834
5252 RG-early -1.121139241
51105 RG-early -2.131685336
5257 RG-early -1.357573253
22822 RG-early 0.93080126
23239 RG-early 0.555114023
84457 RG-early -0.978682976
5303 RG-early 1.242710833
8396 RG-early -2.268443145
5311 RG-early -1.531588223
5569 RG-early -3.501835242
5324 RG-early 1.544675101
10769 RG-early -5.309214966
5362 RG-early -1.649850908
91584 RG-early -5.389523022
10957 RG-early 0.263986441
5439 RG-early 1.176433073
5441 RG-early 1.912776485
5445 RG-early 0.716317587
5454 RG-early -2.578840573
5464 RG-early 0.854143508
8613 RG-early 1.083719458
8500 RG-early -2.525017084
8499 RG-early -1.188272508
5478 RG-early 0.57217854
653214 RG-early 0.902459595
134997 RG-early 0.570538343
85313 RG-early 1.18835472
8493 RG-early 1.629170061
151742 RG-early -2.574176028
5501 RG-early 0.719714706
4660 RG-early -1.515161319
23645 RG-early 0.550631738
84919 RG-early 1.247820245
5518 RG-early -1.343327405
5521 RG-early -3.470005828
5523 RG-early -2.380677758
5530 RG-early -1.564103756
9989 RG-early -0.345863908
151987 RG-early 0.350882071
9055 RG-early 1.828587838
9588 RG-early 0.752537158
5567 RG-early -1.351517487
5577 RG-early -2.90899003
5578 RG-early -1.350199982
3275 RG-early -2.291253413
8842 RG-early 0.988038285
55771 RG-early 1.127524945
84726 RG-early -1.464499106
5660 RG-early -1.130731335
29968 RG-early -1.193888762
5682 RG-early 0.659096849
5684 RG-early 0.504220942
5691 RG-early 1.114504056
5695 RG-early 0.778543115
10213 RG-early 0.671240727
375743 RG-early 0.465609082
5725 RG-early 0.899925395
10728 RG-early 0.713758462
5764 RG-early -0.997166532
53635 RG-early -1.213756037
7803 RG-early -0.300229337
5775 RG-early -1.111955721
5786 RG-early -0.461837167
5789 RG-early -1.843313371
5800 RG-early -3.884260026
5803 RG-early -0.504462914
9232 RG-early 2.171217305
22827 RG-early 0.408216243
23369 RG-early -1.069452055
25945 RG-early 1.3436734
100506965 RG-early -4.854508312
10890 RG-early -0.906886249
201475 RG-early -2.85360743
27314 RG-early -0.948084449
5868 RG-early -1.803414433
5869 RG-early -1.731031168
29127 RG-early 1.396562872
10635 RG-early 1.518418317
23132 RG-early -2.700050414
57186 RG-early -0.30950343
5901 RG-early 1.204692365
221547 RG-early 0.761304818
5912 RG-early -0.907138133
57826 RG-early 1.154665157
5921 RG-early -0.342607645
9462 RG-early -1.51235835
9770 RG-early -1.232444594
5932 RG-early 1.540197718
54715 RG-early -4.151952098
23543 RG-early -2.007730283
5933 RG-early 0.76836633
5935 RG-early -0.650838297
9584 RG-early 0.357837903
83759 RG-early -0.961873334
10180 RG-early -0.539375975
9939 RG-early 0.904789437
9939 RG-early 0.5652126
5926 RG-early -1.091212723
54542 RG-early 0.517679858
157506 RG-early 1.398325996
65055 RG-early -1.255178046
5966 RG-early -0.484960697
473 RG-early -0.532179065
5978 RG-early 0.805000492
5992 RG-early 1.356313744
6008 RG-early 1.183914874
101060032 RG-early 1.13364983
388 RG-early -1.280298933
253260 RG-early -0.385664093
6016 RG-early -1.116254737
378706 RG-early 1.287716239
11236 RG-early 0.955993528
153830 RG-early -0.661243964
494470 RG-early -1.790479447
25897 RG-early -1.400815794
11237 RG-early -1.509641323
6045 RG-early -1.220154295
10193 RG-early -0.38959673
10921 RG-early 0.897410469
6091 RG-early -2.414318633
6092 RG-early -3.376019914
NA RG-early -1.568835102
NA RG-early 0.58412641
NA RG-early -0.64440137
NA RG-early -0.55940637
NA RG-early 0.308836964
NA RG-early 0.752921312
NA RG-early -0.403810103
NA RG-early -0.422374644
NA RG-early -1.464490716
NA RG-early 0.252474665
NA RG-early 2.645621743
NA RG-early 1.12667665
NA RG-early 0.597898511
NA RG-early -0.752030299
NA RG-early 0.634129338
NA RG-early -1.163733737
NA RG-early 0.690254785
NA RG-early -1.179308112
NA RG-early 1.500664545
NA RG-early -2.535219798
NA RG-early 0.632480907
NA RG-early -5.419200968
NA RG-early -0.309676837
NA RG-early 1.862611131
NA RG-early 0.788454905
NA RG-early 0.889869134
NA RG-early 1.316701986
NA RG-early 0.977390491
NA RG-early 1.140329817
NA RG-early 0.400713017
NA RG-early -0.47645273
NA RG-early 0.604057066
NA RG-early -0.459444866
NA RG-early -1.497252204
NA RG-early 0.656814292
NA RG-early 0.585339983
NA RG-early -0.530073301
NA RG-early 0.466434402
NA RG-early -5.250568525
NA RG-early 1.070433996
NA RG-early -1.927802922
6118 RG-early -0.342521447
84154 RG-early 1.020518633
4736 RG-early 0.981158553
100128936 RG-early 1.767597915
6136 RG-early 0.790030442
116149 RG-early 0.439509598
6137 RG-early 0.57051991
23521 RG-early 0.438259069
100287887 RG-early 0.428429512
728658 RG-early 0.432301545
388344 RG-early -0.585249448
9045 RG-early 0.664702274
144581 RG-early 0.727686086
6138 RG-early 0.679878632
6141 RG-early 0.908123782
6142 RG-early 0.679006947
390354 RG-early 0.572035741
6143 RG-early 0.671394445
6144 RG-early 0.501073717
157206 RG-early -0.711303553
100131205 RG-early 1.337784717
728501 RG-early 0.547539268
200916 RG-early 1.414807414
6139 RG-early 0.785754945
6147 RG-early 0.836852676
6152 RG-early 0.495291356
140760 RG-early 0.462500721
6159 RG-early 0.768082885
6156 RG-early 0.588753691
6161 RG-early 0.673960096
11224 RG-early 0.970036313
6170 RG-early 0.817793229
285785 RG-early 0.516865758
642741 RG-early -0.493545404
6171 RG-early 0.684623985
22971 RG-early 1.775010493
6172 RG-early 1.669862469
6125 RG-early 1.032035307
647436 RG-early 0.858429666
400385 RG-early -0.418718459
643343 RG-early -1.373549867
100270832 RG-early 0.347437903
6128 RG-early 0.612916529
645387 RG-early 0.790283893
6129 RG-early 0.943319252
6130 RG-early 0.934592949
6174 RG-early 0.784523433
648000 RG-early 1.202867517
100130892 RG-early -0.614360344
653702 RG-early 0.654293956
6132 RG-early 0.598223294
6133 RG-early 0.942097652
6126 RG-early 0.724923412
6175 RG-early 0.902745512
220717 RG-early 0.809441098
6176 RG-early 1.104540067
6181 RG-early 0.635467491
6204 RG-early -1.105226881
6183 RG-early 0.76849244
6208 RG-early 0.882966593
6209 RG-early 1.091637153
6218 RG-early 0.711260967
6222 RG-early 0.79983014
6223 RG-early 0.86103086
6227 RG-early 0.378111201
6187 RG-early 1.161251185
6228 RG-early 0.723158697
6229 RG-early 0.90211674
6230 RG-early 0.789521699
6231 RG-early 0.512974883
6233 RG-early 0.722367767
51065 RG-early 1.274624943
6234 RG-early 0.726713648
125208 RG-early 1.086609985
100130562 RG-early 1.258334572
286444 RG-early 0.574909582
6188 RG-early 0.719950269
6189 RG-early 1.220506495
644972 RG-early 0.991591632
146053 RG-early -0.349460219
439992 RG-early 0.752146688
145767 RG-early 1.014096764
6194 RG-early 0.965164318
9252 RG-early -3.37726883
6201 RG-early 1.177151316
644315 RG-early 0.822261466
388363 RG-early 0.963024831
6202 RG-early 0.580107083
642641 RG-early 0.644201734
388524 RG-early 1.175377694
6241 RG-early 1.748469434
51187 RG-early 0.892368121
89970 RG-early -0.341737431
65117 RG-early 1.032855406
219790 RG-early 1.250553454
6252 RG-early -6.114688747
55680 RG-early -0.881856339
22902 RG-early -0.845912597
862 RG-early -2.219432692
23429 RG-early 0.317741378
26278 RG-early -2.043088339
6299 RG-early 0.625308897
56681 RG-early 0.439794871
23314 RG-early -1.877937451
51282 RG-early 0.984450771
677770 RG-early -0.665456093
79966 RG-early -2.808704647
6445 RG-early -4.094166133
6447 RG-early -1.502633632
6328 RG-early -3.856638151
55800 RG-early -4.771440707
9672 RG-early -2.767302441
10806 RG-early -0.785540439
29768 RG-early -0.439118998
54549 RG-early 0.613794414
23231 RG-early -1.261866616
58515 RG-early 1.351841865
10512 RG-early -1.537646626
9037 RG-early 0.97172498
